""	"corr"	"length"	"shift"
"ST5479"	0.82	1	50
"ST1780"	0.94	402	0
"ST5480"	0.92	276	5
"ST1781"	0.91	277	23
"ST5481"	0.91	249	31
"ST1782"	0.42	1	7
"ST5482"	0.93	260	-1
"ST5483"	0.76	261	50
"ST5484"	0.88	237	15
"ST5485"	0.8	1	-48
"ST5486"	0.57	1	-46
"ST5487"	0.92	296	26
"ST1783"	0.92	295	11
"ST1784"	0.81	227	25
"ST5488"	0.54	430	0
"ST5489"	0.88	282	22
"ST1785"	0.9	280	7
"ST1786"	0.89	288	-12
"ST1787"	0.92	271	-7
"ST5490"	0.84	235	38
"ST5491"	0.93	249	31
"ST5492"	0.93	279	-3
"ST1788"	0.92	281	25
"ST1789"	0.8	254	13
"ST1790"	0.78	271	47
"ST5493"	0.76	348	-13
"ST1791"	0.81	284	-39
"ST1792"	0.68	360	-50
"ST1793"	0.5	478	-23
"ST1794"	0.87	1	50
"ST5494"	0.87	284	13
"ST1795"	0.87	284	-16
"ST1796"	0.85	269	50
"ST5495"	0.78	311	25
"ST5496"	0.94	264	-20
"ST1797"	0.65	389	-32
"ST5497"	0.93	265	18
"ST1798"	0.89	261	41
"ST1799"	0.92	1	-4
"ST5498"	0.84	1	50
"ST5499"	0.9	288	13
"ST1800"	0.7	203	-50
"ST1801"	0.86	313	-30
"ST1802"	0.86	286	4
"ST5500"	0.86	255	28
"ST5501"	0.82	180	-47
"ST1803"	0.89	258	43
"ST1804"	0.59	393	10
"ST1805"	0.9	1	8
"ST5502"	0.91	347	-5
"ST1806"	0.86	340	-25
"ST1807"	0.84	308	-10
"ST5503"	0.63	1	-32
"ST1808"	0.71	1	-39
"ST5504"	0.68	393	-36
"ST1809"	0.41	1	-6
"ST1810"	0.82	302	31
"ST5505"	0.83	357	-22
"ST5506"	0.56	1	7
"ST1811"	0.84	175	-29
"ST5507"	0.78	385	-17
"ST1812"	0.77	187	46
"ST1813"	0.71	393	-45
"ST5508"	0.84	286	17
"ST1814"	0.91	294	12
"ST5509"	0.9	282	9
"ST5510"	0.91	291	25
"ST1815"	0.84	279	-50
"ST5511"	0.56	264	50
"ST5512"	0.74	206	47
"ST1816"	0.7	203	32
"ST5513"	0.9	266	25
"ST5514"	0.92	306	9
"ST1817"	0.92	306	-20
"ST5515"	0.85	243	3
"ST1818"	0.88	278	37
"ST5516"	0.86	268	16
"ST5517"	0.85	172	-11
"ST1819"	0.85	1	39
"ST5518"	0.94	275	29
"ST5519"	0.89	256	20
"ST1820"	0.91	271	-46
"ST1821"	0.88	255	24
"ST1822"	0.87	258	20
"ST1823"	0.84	323	-23
"ST5520"	0.92	331	-4
"ST5521"	0.92	286	15
"ST1824"	0.92	284	-1
"ST5522"	0.8	179	-18
"ST1825"	0.86	295	-4
"ST5523"	0.92	312	-14
"ST1826"	0.92	313	-15
"ST5524"	0.59	267	-17
"ST1827"	0.7	263	50
"ST5525"	0.44	486	0
"ST5526"	0.79	227	49
"ST1828"	0.69	352	-26
"ST5527"	0.86	242	41
"ST1829"	0.61	221	50
"ST5528"	0.87	221	50
"ST1830"	0.72	229	-50
"ST1831"	0.89	173	-11
"ST5529"	0.87	217	37
"ST1832"	0.86	214	50
"ST5530"	0.83	284	-15
"ST1833"	0.84	282	3
"ST1834"	0.93	281	10
"ST5531"	0.74	316	-50
"ST5532"	0.8	276	16
"ST1835"	0.66	1	-10
"ST5533"	0.85	241	20
"ST5534"	0.77	239	50
"ST1836"	0.73	1	0
"ST5535"	0.84	211	45
"ST5536"	0.81	241	7
"ST5537"	0.77	275	-40
"ST5538"	0.88	271	18
"ST1837"	0.79	1	50
"ST1838"	0.7	1	-50
"ST5539"	0.85	238	49
"ST1839"	0.68	1	-19
"ST5540"	0.69	204	50
"ST1840"	0.59	166	-50
"ST5541"	0.71	192	-50
"ST1841"	0.9	251	22
"ST5542"	0.88	242	9
"ST1842"	0.61	209	-50
"ST5543"	0.9	272	22
"ST1843"	0.92	268	0
"ST5544"	0.88	68	17
"ST5545"	0.93	268	-1
"ST5546"	0.75	1	-50
"ST1844"	0.91	360	-9
"ST5547"	0.88	355	15
"ST5548"	0.76	1	-11
"ST5549"	0.56	500	0
"ST1845"	0.72	253	42
"ST1846"	0.49	1	-9
"ST5550"	0.95	269	17
"ST1847"	0.95	271	28
"ST5551"	0.92	257	13
"ST1848"	0.89	255	38
"ST1849"	0.65	433	19
"ST1850"	0.84	263	9
"ST5552"	0.9	293	-4
"ST1851"	0.81	284	-50
"ST1852"	0.68	403	-46
"ST5553"	0.9	245	26
"ST5554"	0.84	230	50
"ST1853"	0.91	254	15
"ST5555"	0.89	331	-22
"ST1854"	0.92	333	-12
"ST1855"	0.87	317	30
"ST1856"	0.75	172	42
"ST5556"	0.68	411	-32
"ST1857"	0.71	398	50
"ST1858"	0.74	279	19
"ST5557"	0.9	323	15
"ST1859"	0.91	323	-2
"ST5558"	0.83	249	26
"ST1860"	0.84	254	45
"ST5559"	0.87	218	39
"ST5560"	0.89	279	12
"ST5561"	0.87	250	47
"ST5562"	0.77	208	-16
"ST1861"	0.77	208	13
"ST1862"	0.84	247	-5
"ST5563"	0.85	279	29
"ST5564"	0.78	277	29
"ST1863"	0.88	289	1
"ST5565"	0.89	239	37
"ST5566"	0.92	245	8
"ST1864"	0.89	235	23
"ST5567"	0.86	237	50
"ST1865"	0.87	231	16
"ST5568"	0.6	1	-13
"ST1866"	0.8	265	-3
"ST5569"	0.82	263	16
"ST1867"	0.68	256	50
"ST5570"	0.9	285	16
"ST5571"	0.93	376	-5
"ST1868"	0.84	361	-20
"ST5572"	0.81	285	22
"ST5573"	0.83	199	0
"ST1869"	0.81	285	-25
"ST5574"	0.65	316	-23
"ST1870"	0.87	391	0
"ST1871"	0.76	144	-37
"ST5575"	0.55	320	30
"ST1872"	0.61	172	50
"ST5576"	0.75	247	50
"ST5577"	0.85	299	-27
"ST1873"	0.86	235	22
"ST1874"	0.85	300	24
"ST5578"	0.92	286	22
"ST1875"	0.8	1	4
"ST1876"	0.8	269	-50
"ST5579"	0.49	223	50
"ST1877"	0.65	272	24
"ST5580"	0.61	204	50
"ST1878"	0.95	262	-3
"ST5581"	0.77	332	-4
"ST5582"	0.69	413	26
"ST1879"	0.74	289	50
"ST1880"	0.68	402	-27
"ST1881"	0.58	1	-8
"ST5583"	0.94	278	27
"ST1882"	0.89	269	47
"ST5584"	0.55	317	-50
"ST1883"	0.73	392	-9
"ST5585"	0.75	249	50
"ST1884"	0.67	1	-19
"ST1885"	0.88	230	14
"ST5586"	0.73	396	-4
"ST5587"	0.69	402	39
"ST1886"	0.63	380	-15
"ST5588"	0.93	317	2
"ST5589"	0.9	302	30
"ST1887"	0.94	312	-13
"ST5590"	0.87	274	18
"ST1888"	0.51	500	0
"ST5591"	0.66	311	-50
"ST5592"	0.78	1	-50
"ST1889"	0.65	401	-37
"ST1890"	0.94	245	-16
"ST5593"	0.69	341	-50
"ST1891"	0.68	395	-45
"ST5594"	0.79	210	20
"ST5595"	0.85	271	21
"ST5596"	0.93	281	26
"ST5597"	0.88	66	21
"ST1892"	0.6	416	-21
"ST5598"	0.7	287	42
"ST1893"	0.75	231	-15
"ST1894"	0.66	165	19
"ST1895"	0.75	202	-36
"ST5599"	0.93	241	7
"ST1896"	0.91	243	-19
"ST1897"	0.94	257	-9
"ST1898"	0.87	244	22
"ST5600"	0.92	251	18
"ST5601"	0.78	235	50
"ST1899"	0.78	233	27
"ST5602"	0.83	252	40
"ST5603"	0.91	302	-8
"ST1900"	0.85	264	-6
"ST5604"	0.93	313	11
"ST5605"	0.87	223	50
"ST1901"	0.79	227	50
"ST1902"	0.6	1	-33
"ST5606"	0.88	284	33
"ST1903"	0.84	277	48
"ST5607"	0.69	384	-14
"ST5608"	0.71	330	50
"ST1904"	0.75	250	6
"ST1905"	0.66	292	-50
"ST1906"	0.59	208	-44
"ST5609"	0.84	243	37
"ST5610"	0.9	313	-2
"ST1907"	0.83	298	33
"ST5611"	0.88	254	9
"ST1908"	0.68	195	0
"ST5612"	0.93	251	33
"ST5613"	0.82	245	-50
"ST1909"	0.81	186	50
"ST5614"	0.73	175	22
"ST5615"	0.81	236	-17
"ST1910"	0.81	242	31
"ST1911"	0.77	165	17
"ST5616"	0.77	391	0
"ST5617"	0.58	177	50
"ST5618"	0.55	1	4
"ST1912"	0.78	181	50
"ST1913"	0.64	121	9
"ST5619"	0.78	173	33
"ST1914"	0.78	207	-38
"ST5620"	0.56	1	9
"ST1915"	0.73	1	-39
"ST5621"	0.58	203	50
"ST5622"	0.89	367	0
"ST1916"	0.85	343	-14
"ST5623"	0.84	217	50
"ST5624"	0.87	249	41
"ST1917"	0.88	212	-12
"ST5625"	0.95	291	28
"ST1918"	0.81	1	-50
"ST5626"	0.89	244	30
"ST5627"	0.84	1	47
"ST1919"	0.69	185	50
"ST1920"	0.64	1	14
"ST1921"	0.9	295	-1
"ST5628"	0.76	231	50
"ST1922"	0.84	187	46
"ST1923"	0.75	249	17
"ST5629"	0.81	294	28
"ST1924"	0.82	289	3
"ST1925"	0.85	281	0
"ST5630"	0.85	263	20
"ST5631"	0.67	316	-50
"ST1926"	0.86	290	38
"ST5632"	0.78	1	-26
"ST1927"	0.76	285	50
"ST5633"	0.86	214	42
"ST5634"	0.79	287	22
"ST1928"	0.79	286	7
"ST5635"	0.94	242	39
"ST5636"	0.77	229	50
"ST5637"	0.83	1	-50
"ST1929"	0.88	258	11
"ST1930"	0.92	310	-3
"ST1931"	0.86	248	34
"ST5638"	0.53	1	-11
"ST5639"	0.78	480	0
"ST1932"	0.89	201	24
"ST5640"	0.91	258	-24
"ST5641"	0.63	338	-26
"ST1933"	0.67	163	50
"ST1934"	0.83	184	12
"ST5642"	0.74	389	2
"ST1935"	0.46	88	50
"ST5643"	0.58	410	7
"ST5644"	0.92	373	-5
"ST1936"	0.82	358	-26
"ST1937"	0.8	309	35
"ST1938"	0.86	335	0
"ST1939"	0.98	290	6
"ST1940"	0.67	265	36
"ST5645"	0.87	285	0
"ST5646"	0.86	257	-10
"ST1941"	0.87	256	0
"ST5647"	0.9	256	0
"ST1942"	0.89	256	10
"ST5648"	0.85	279	38
"ST1943"	0.74	1	-50
"ST1944"	0.93	301	-6
"ST5649"	0.73	264	-50
"ST1945"	0.96	419	0
"ST1946"	0.91	276	29
"ST5650"	0.83	242	44
"ST5651"	0.89	285	24
"ST5652"	0.71	285	-22
"ST5653"	0.8	1	-41
"ST5654"	0.75	238	50
"ST5655"	0.72	305	42
"ST1947"	0.66	270	-50
"ST5656"	0.58	1	50
"ST1948"	0.36	1	-50
"ST1949"	0.78	157	36
"ST5657"	0.85	166	-10
"ST5658"	0.68	177	-50
"ST5659"	0.84	268	14
"ST5660"	0.77	1	50
"ST5661"	0.72	350	50
"ST1950"	0.92	265	40
"ST1951"	0.81	342	24
"ST5662"	0.56	500	0
"ST1952"	0.59	152	33
"ST1953"	0.85	199	49
"ST5663"	0.79	345	-37
"ST1954"	0.94	387	-2
"ST5664"	0.84	251	39
"ST1955"	0.84	250	31
"ST5665"	0.51	200	50
"ST5666"	0.74	340	-42
"ST5667"	0.93	273	28
"ST1956"	0.78	340	0
"ST5668"	0.93	302	8
"ST5669"	0.74	231	-45
"ST1957"	0.86	18	43
"ST1958"	0.89	277	9
"ST5670"	0.86	274	33
"ST1959"	0.86	270	5
"ST1960"	0.95	339	1
"ST5671"	0.93	265	0
"ST1961"	0.5	174	-42
"ST1962"	0.91	269	29
"ST1963"	0.86	216	50
"ST1964"	0.74	261	50
"ST5672"	0.84	228	47
"ST5673"	0.75	236	50
"ST1965"	0.87	235	34
"ST5674"	0.89	275	2
"ST5675"	0.87	274	15
"ST5676"	0.89	242	21
"ST5677"	0.9	251	50
"ST5678"	0.91	302	-7
"ST1966"	0.94	262	13
"ST5679"	0.89	279	34
"ST1967"	0.57	1	-31
"ST5680"	0.49	1	-34
"ST1968"	0.87	302	6
"ST1969"	0.84	284	7
"ST5681"	0.42	1	-30
"ST1970"	0.92	298	24
"ST1971"	0.87	311	12
"ST1972"	0.79	1	-50
"ST5682"	0.9	276	26
"ST1973"	0.85	232	50
"ST1974"	0.62	387	0
"ST5683"	0.82	227	43
"ST1975"	0.95	1	30
"ST5684"	0.89	239	21
"ST1976"	0.57	1	-41
"ST5685"	0.85	236	50
"ST5686"	0.89	271	22
"ST1977"	0.71	412	36
"ST5687"	0.5	284	-50
"ST1978"	0.88	1	-50
"ST5688"	0.59	332	-50
"ST1979"	0.47	379	-50
"ST1980"	0.77	258	50
"ST5689"	0.73	188	50
"ST1981"	0.77	1	27
"ST1982"	0.51	209	50
"ST5690"	0.97	283	25
"ST5691"	0.7	382	-32
"ST5692"	0.53	330	50
"ST1983"	0.8	243	50
"ST1984"	0.81	308	15
"ST5693"	0.91	288	9
"ST5694"	0.89	282	27
"ST1985"	0.81	273	-50
"ST1986"	0.9	281	10
"ST5695"	0.55	389	-50
"ST1987"	0.59	345	-50
"ST5696"	0.8	309	-8
"ST5697"	0.94	29	-8
"ST1988"	0.6	191	50
"ST1989"	0.83	282	10
"ST1990"	0.87	321	15
"ST5698"	0.88	244	28
"ST1991"	0.73	308	-50
"ST5699"	0.87	234	25
"ST5700"	0.59	500	0
"ST5701"	0.85	203	-48
"ST1992"	0.89	228	32
"ST5702"	0.63	500	0
"ST1993"	0.81	244	50
"ST5703"	0.79	253	9
"ST1994"	0.79	253	-12
"ST5704"	0.97	330	-9
"ST1995"	0.79	1	-47
"ST5705"	0.81	1	-28
"ST1996"	0.75	283	-3
"ST1997"	0.74	1	-50
"ST5706"	0.88	244	47
"ST1998"	0.89	307	7
"ST1999"	0.84	357	-20
"ST5707"	0.91	271	30
"ST2000"	0.44	1	-13
"ST2001"	0.81	1	-34
"ST5708"	0.93	313	-8
"ST2002"	0.71	278	50
"ST5709"	0.86	300	23
"ST5710"	0.86	276	44
"ST2003"	0.88	277	17
"ST5711"	0.93	308	-2
"ST2004"	0.85	298	-38
"ST5712"	0.47	388	1
"ST5713"	0.93	306	-14
"ST2005"	0.55	85	-38
"ST2006"	0.67	1	-50
"ST5714"	0.7	385	-50
"ST5715"	0.78	307	-38
"ST2007"	0.54	231	50
"ST2008"	0.74	296	50
"ST2009"	0.85	276	8
"ST5716"	0.65	131	44
"ST2010"	0.88	186	16
"ST5717"	0.78	275	9
"ST5718"	0.78	1	-18
"ST2011"	0.76	259	50
"ST5719"	0.96	426	0
"ST2012"	0.49	317	50
"ST2013"	0.79	1	-18
"ST5720"	0.59	384	8
"ST2014"	0.86	279	36
"ST5721"	0.49	500	0
"ST5722"	0.56	420	-47
"ST5723"	0.87	241	29
"ST2015"	0.67	353	-50
"ST2016"	0.91	257	20
"ST5724"	0.84	331	-9
"ST5725"	0.93	434	0
"ST5726"	0.93	235	46
"ST2017"	0.72	198	30
"ST2018"	0.73	148	-19
"ST5727"	0.79	352	-23
"ST5728"	0.9	258	24
"ST5729"	0.77	386	-15
"ST2019"	0.83	444	0
"ST5730"	0.8	206	-2
"ST5731"	0.44	396	0
"ST5732"	0.67	1	-28
"ST5733"	0.85	273	7
"ST2020"	0.84	277	-20
"ST5734"	0.83	256	4
"ST5735"	0.83	178	0
"ST2021"	0.76	234	18
"ST5736"	0.53	440	0
"ST2022"	0.65	178	50
"ST2023"	0.58	1	50
"ST2024"	0.54	1	-30
"ST2025"	0.88	256	-19
"ST5737"	0.81	227	50
"ST5738"	0.8	252	12
"ST5739"	0.75	1	-45
"ST2026"	0.81	256	45
"ST5740"	0.83	249	50
"ST2027"	0.95	286	1
"ST2028"	0.82	169	39
"ST2029"	0.83	1	-26
"ST5741"	0.8	1	-33
"ST2030"	0.95	328	-4
"ST2031"	0.83	275	-5
"ST2032"	0.95	285	14
"ST2033"	0.87	238	34
"ST5742"	0.56	248	-50
"ST2034"	0.85	1	6
"ST5743"	0.51	104	50
"ST2035"	0.86	249	13
"ST5744"	0.53	143	-45
"ST5745"	0.67	196	-50
"ST5746"	0.8	319	9
"ST2036"	0.8	319	-12
"ST5747"	0.88	224	-19
"ST2037"	0.8	1	-50
"ST2038"	0.88	221	-31
"ST5748"	0.89	279	3
"ST5749"	0.7	396	-35
"ST2039"	0.79	386	-16
"ST5750"	0.86	255	20
"ST5751"	0.9	271	34
"ST5752"	0.93	284	26
"ST2040"	0.9	277	-42
"ST5753"	0.67	1	-45
"ST2041"	0.72	1	-24
"ST5754"	0.74	240	43
"ST5755"	0.6	269	40
"ST2042"	0.69	385	-43
"ST5756"	0.91	238	8
"ST5757"	0.91	288	23
"ST2043"	0.89	284	30
"ST5758"	0.66	191	50
"ST2044"	0.46	500	0
"ST5759"	0.96	314	-9
"ST2045"	0.93	306	26
"ST5760"	0.63	201	50
"ST2046"	0.7	378	-35
"ST5761"	0.9	243	2
"ST5762"	0.79	127	-12
"ST2047"	0.69	238	35
"ST5763"	0.91	319	-3
"ST2048"	0.9	317	-17
"ST5764"	0.9	266	31
"ST2049"	0.91	263	-8
"ST5765"	0.77	354	-39
"ST2050"	0.81	337	-38
"ST5766"	0.82	301	4
"ST2051"	0.82	302	-7
"ST2052"	0.7	1	-50
"ST5767"	0.94	278	41
"ST2053"	0.86	1	43
"ST5768"	0.77	1	14
"ST5769"	0.91	264	29
"ST2054"	0.92	260	7
"ST2055"	0.86	298	5
"ST5770"	0.72	161	-50
"ST2056"	0.75	314	-6
"ST2057"	0.54	314	-29
"ST5771"	0.8	277	50
"ST5772"	0.95	307	14
"ST5773"	0.82	351	-17
"ST2058"	0.86	292	-50
"ST5774"	0.83	190	36
"ST2059"	0.74	327	-50
"ST5775"	0.88	273	17
"ST2060"	0.88	271	-11
"ST5776"	0.83	1	31
"ST2061"	0.92	324	-4
"ST5777"	0.85	186	-24
"ST5778"	0.76	226	50
"ST2062"	0.86	216	0
"ST5779"	0.93	237	31
"ST2063"	0.91	234	37
"ST2064"	0.92	244	35
"ST5780"	0.87	267	27
"ST2065"	0.87	263	10
"ST5781"	0.65	344	-50
"ST2066"	0.69	409	-24
"ST5782"	0.8	1	-50
"ST2067"	0.87	282	41
"ST2068"	0.6	197	50
"ST5783"	0.88	302	-17
"ST2069"	0.86	301	-26
"ST5784"	0.81	247	29
"ST2070"	0.78	248	-50
"ST5785"	0.82	264	26
"ST2071"	0.7	173	3
"ST2072"	0.87	271	9
"ST5786"	0.88	235	48
"ST5787"	0.83	242	50
"ST2073"	0.89	234	29
"ST5788"	0.83	246	27
"ST5789"	0.76	261	32
"ST5790"	0.91	357	0
"ST2074"	0.77	258	-2
"ST2075"	0.59	1	10
"ST5791"	0.4	1	29
"ST2076"	0.6	500	0
"ST2077"	0.65	367	-36
"ST2078"	0.67	405	-34
"ST5792"	0.64	269	23
"ST5793"	0.77	261	50
"ST2079"	0.76	1	-41
"ST5794"	0.44	1	7
"ST5795"	0.92	231	13
"ST5796"	0.94	272	9
"ST2080"	0.87	233	50
"ST5797"	0.92	274	18
"ST5798"	0.87	192	25
"ST2081"	0.91	272	-12
"ST5799"	0.87	242	47
"ST2082"	0.79	229	50
"ST5800"	0.66	232	-50
"ST5801"	0.8	214	2
"ST2083"	0.73	1	-11
"ST5802"	0.84	1	43
"ST5803"	0.81	1	-42
"ST2084"	0.91	286	11
"ST2085"	0.9	288	28
"ST2086"	0.9	396	-5
"ST2087"	0.95	330	-6
"ST5804"	0.95	304	21
"ST2088"	0.9	291	36
"ST2089"	0.89	244	43
"ST5805"	0.8	196	-50
"ST2090"	0.79	1	27
"ST5806"	0.87	147	27
"ST5807"	0.91	331	-12
"ST2091"	0.86	320	-28
"ST5808"	0.89	270	0
"ST2092"	0.86	273	36
"ST5809"	0.65	423	0
"ST5810"	0.89	286	23
"ST5811"	0.9	265	17
"ST2093"	0.77	252	50
"ST5812"	0.86	250	28
"ST5813"	0.88	338	-20
"ST2094"	0.88	350	-21
"ST2095"	0.73	1	-38
"ST5814"	0.91	311	11
"ST5815"	0.73	395	16
"ST2096"	0.81	423	0
"ST5816"	0.67	361	-50
"ST2097"	0.89	273	-12
"ST2098"	0.58	42	50
"ST2099"	0.74	194	50
"ST5817"	0.9	275	-22
"ST2100"	0.9	276	-30
"ST2101"	0.68	1	-28
"ST5818"	0.81	236	0
"ST2102"	0.7	393	-23
"ST5819"	0.91	303	14
"ST2103"	0.9	301	9
"ST5820"	0.76	241	50
"ST5821"	0.88	248	48
"ST5822"	0.86	244	34
"ST2104"	0.86	245	36
"ST5823"	0.86	214	42
"ST5824"	0.88	262	22
"ST2105"	0.88	212	-20
"ST5825"	0.69	397	-42
"ST2106"	0.89	263	23
"ST2107"	0.65	435	0
"ST2108"	0.78	273	50
"ST5826"	0.77	125	27
"ST5827"	0.56	290	-2
"ST2109"	0.24	90	-23
"ST5828"	0.91	438	0
"ST2110"	0.72	1	-33
"ST2111"	0.91	257	15
"ST2112"	0.84	298	11
"ST2113"	0.64	257	50
"ST2114"	0.92	1	-35
"ST2115"	0.87	170	-20
"ST2116"	0.78	165	-25
"ST5829"	0.8	372	-22
"ST2117"	0.96	403	0
"ST5830"	0.85	291	20
"ST2118"	0.85	291	-15
"ST2119"	0.79	322	-11
"ST5831"	0.87	233	43
"ST2120"	0.88	231	24
"ST2121"	0.31	500	22
"ST5832"	0.81	251	36
"ST5833"	0.88	281	8
"ST2122"	0.88	282	-11
"ST5834"	0.88	281	-16
"ST5835"	0.66	311	-50
"ST2123"	0.88	279	-10
"ST2124"	0.63	351	-50
"ST5836"	0.63	356	-3
"ST2125"	0.53	1	-21
"ST5837"	0.88	257	49
"ST2126"	0.79	269	-27
"ST5838"	0.81	240	33
"ST5839"	0.57	400	-1
"ST5840"	0.57	1	-1
"ST5841"	0.84	261	22
"ST5842"	0.9	326	12
"ST2127"	0.86	320	-29
"ST5843"	0.92	270	7
"ST5844"	0.73	389	-10
"ST2128"	0.78	345	39
"ST5845"	0.64	491	0
"ST5846"	0.89	315	18
"ST5847"	0.82	319	-4
"ST5848"	0.72	271	-50
"ST5849"	0.93	274	35
"ST5850"	0.86	261	42
"ST2129"	0.88	259	10
"ST5851"	0.84	293	0
"ST2130"	0.84	295	6
"ST5852"	0.83	289	40
"ST5853"	0.87	289	38
"ST2131"	0.91	352	-8
"ST2132"	0.77	25	50
"ST2133"	0.88	339	-25
"ST2134"	0.69	356	50
"ST2135"	0.68	398	-42
"ST5854"	0.82	495	0
"ST2136"	0.77	368	0
"ST5855"	0.88	264	9
"ST5856"	0.83	300	-24
"ST2137"	0.84	299	-21
"ST5857"	0.91	284	-3
"ST2138"	0.66	199	50
"ST2139"	0.91	285	-8
"ST5858"	0.89	277	37
"ST2140"	0.88	276	40
"ST5859"	0.92	285	-18
"ST5860"	0.8	277	31
"ST2141"	0.8	272	8
"ST2142"	0.9	270	0
"ST5861"	0.62	423	-14
"ST2143"	0.64	105	50
"ST2144"	0.89	315	23
"ST5862"	0.85	354	-1
"ST5863"	0.72	354	6
"ST2145"	0.74	357	-25
"ST5864"	0.88	255	20
"ST2146"	0.86	254	40
"ST2147"	0.83	256	30
"ST2148"	0.88	258	33
"ST2149"	0.83	224	20
"ST2150"	0.92	293	-16
"ST5865"	0.88	237	17
"ST2151"	0.92	258	-16
"ST5866"	0.92	286	29
"ST5867"	0.85	289	5
"ST5868"	0.93	259	13
"ST5869"	0.92	229	-11
"ST2152"	0.59	1	14
"ST2153"	0.89	232	25
"ST5870"	0.72	391	-34
"ST2154"	0.72	382	-41
"ST5871"	0.87	307	20
"ST2155"	0.83	298	26
"ST5872"	0.68	355	-50
"ST2156"	0.63	280	25
"ST5873"	0.88	239	6
"ST2157"	0.85	244	45
"ST5874"	0.84	268	43
"ST2158"	0.79	1	-50
"ST5875"	0.6	445	-18
"ST2159"	0.65	426	-26
"ST5876"	0.85	252	30
"ST2160"	0.74	243	50
"ST5877"	0.85	231	29
"ST5878"	0.64	244	28
"ST2161"	0.86	231	29
"ST5879"	0.88	245	33
"ST2162"	0.61	1	50
"ST2163"	0.9	240	-9
"ST2164"	0.91	263	26
"ST5880"	0.8	305	43
"ST5881"	0.8	317	12
"ST2165"	0.79	304	-45
"ST2166"	0.94	292	-16
"ST5882"	0.84	277	44
"ST5883"	0.84	242	50
"ST2167"	0.72	283	50
"ST5884"	0.65	385	-29
"ST5885"	0.79	291	-24
"ST2168"	0.79	291	29
"ST2169"	0.82	1	-49
"ST5886"	0.94	314	-6
"ST5887"	0.66	421	-29
"ST5888"	0.85	280	45
"ST2170"	0.9	286	28
"ST5889"	0.62	414	-3
"ST2171"	0.85	200	24
"ST5890"	0.91	281	4
"ST5891"	0.79	1	-50
"ST2172"	0.82	246	50
"ST5892"	0.88	191	8
"ST5893"	0.64	169	4
"ST2173"	0.8	279	0
"ST5894"	0.83	280	41
"ST5895"	0.7	194	24
"ST2174"	0.76	113	-16
"ST5896"	0.96	309	10
"ST5897"	0.7	421	0
"ST2175"	0.56	449	-19
"ST2176"	0.76	65	32
"ST5898"	0.83	255	3
"ST5899"	0.72	207	50
"ST2177"	0.82	257	-15
"ST5900"	0.82	268	21
"ST2178"	0.79	1	-50
"ST2179"	0.82	179	32
"ST5901"	0.87	190	16
"ST5902"	0.85	194	34
"ST2180"	0.64	1	5
"ST5903"	0.61	375	-17
"ST2181"	0.86	1	14
"ST2182"	0.86	254	13
"ST5904"	0.71	34	50
"ST5905"	0.81	1	-50
"ST2183"	0.72	379	20
"ST2184"	0.87	265	10
"ST2185"	0.9	363	-14
"ST2186"	0.84	281	-25
"ST5906"	0.91	271	34
"ST2187"	0.86	264	49
"ST5907"	0.87	266	48
"ST2188"	0.88	265	21
"ST5908"	0.87	267	31
"ST2189"	0.84	186	0
"ST2190"	0.87	264	14
"ST5909"	0.8	262	50
"ST2191"	0.8	1	-48
"ST5910"	0.8	205	5
"ST5911"	0.88	290	29
"ST2192"	0.89	289	8
"ST5912"	0.84	296	-21
"ST2193"	0.71	348	-23
"ST5913"	0.64	424	-23
"ST2194"	0.7	168	-50
"ST2195"	0.69	374	-37
"ST2196"	0.52	412	0
"ST5914"	0.89	252	48
"ST2197"	0.89	249	20
"ST5915"	0.82	178	-14
"ST2198"	0.48	1	5
"ST5916"	0.74	1	50
"ST5917"	0.76	1	15
"ST2199"	0.6	168	-50
"ST5918"	0.91	209	3
"ST2200"	0.85	1	37
"ST5919"	0.93	267	14
"ST5920"	0.92	295	29
"ST5921"	0.94	339	-1
"ST5922"	0.83	271	46
"ST2201"	0.87	271	-1
"ST5923"	0.87	245	43
"ST2202"	0.74	1	-38
"ST5924"	0.92	1	-21
"ST2203"	0.88	379	5
"ST5925"	0.61	394	-1
"ST2204"	0.8	224	50
"ST5926"	0.61	1	-19
"ST2205"	0.63	184	50
"ST2206"	0.59	174	-39
"ST5927"	0.7	315	13
"ST5928"	0.64	399	-40
"ST5929"	0.88	327	-21
"ST2207"	0.72	384	-49
"ST2208"	0.86	323	25
"ST5930"	0.85	277	32
"ST5931"	0.6	454	0
"ST2209"	0.63	183	50
"ST5932"	0.72	290	10
"ST2210"	0.83	406	0
"ST2211"	0.87	259	50
"ST5933"	0.89	256	28
"ST5934"	0.84	245	21
"ST2212"	0.83	243	22
"ST2213"	0.87	216	38
"ST5935"	0.57	272	30
"ST5936"	0.85	1	6
"ST5937"	0.89	302	0
"ST5938"	0.8	165	27
"ST2214"	0.88	303	-19
"ST2215"	0.78	1	-35
"ST5939"	0.75	303	-50
"ST2216"	0.78	1	5
"ST5940"	0.76	257	42
"ST5941"	0.63	336	50
"ST2217"	0.59	345	33
"ST2218"	0.95	321	7
"ST5942"	0.95	306	4
"ST2219"	0.87	263	17
"ST2220"	0.9	318	-22
"ST5943"	0.69	269	24
"ST5944"	0.82	222	50
"ST2221"	0.83	225	46
"ST5945"	0.9	300	-29
"ST2222"	0.8	289	50
