""	"corr"	"length"	"shift"
"YOR337W"	0.8	267	50
"YOR339C"	0.63	1	6
"YOR340C"	0.71	268	50
"YOR341W"	0.72	1	-50
"YOR344C"	0.73	190	49
"YOR346W"	0.85	278	44
"YOR347C"	0.9	281	35
"YOR349W"	0.84	468	0
"YOR350C"	0.83	261	50
"YOR351C"	0.77	1	-50
"YOR353C"	0.89	306	29
"YOR354C"	0.84	285	37
"YOR355W"	0.68	229	50
"YOR356W"	0.88	313	-1
"YOR357C"	0.77	1	-45
"YOR358W"	0.8	1	-23
"YOR359W"	0.88	293	42
"YOR360C"	0.92	368	9
"YOR361C"	0.82	278	48
"YOR362C"	0.79	277	50
"YOR363C"	0.7	1	-36
"YOR367W"	0.7	240	50
"YOR368W"	0.68	217	50
"YOR369C"	0.71	457	0
"YOR370C"	0.79	312	40
"YOR371C"	0.81	1	-50
"YOR372C"	0.8	319	37
"YOR373W"	0.79	324	39
"YOR374W"	0.94	357	-1
"YOR375C"	0.76	449	0
"YOR377W"	0.75	1	-50
"YOR380W"	0.74	235	50
"YOR381W"	0.7	189	50
"YOR382W"	0.88	306	37
"YOR383C"	0.68	207	50
"YOR384W"	0.73	222	50
"YOR386W"	0.76	1	-44
"YOR388C"	0.66	255	50
"YPL274W"	0.78	384	12
"YPL273W"	0.83	356	24
"YPL271W"	0.83	304	41
"YPL270W"	0.61	1	-37
"YPL269W"	0.84	266	49
"YPL268W"	0.82	272	50
"YPL267W"	0.8	1	-50
"YPL266W"	0.77	266	50
"YPL265W"	0.49	190	50
"YPL263C"	0.77	286	42
"YPL262W"	0.74	1	-24
"YPL259C"	0.83	327	37
"YPL258C"	0.62	1	-31
"YPL256C"	0.6	500	0
"YPL255W"	0.62	473	0
"YPL254W"	0.76	257	50
"YPL253C"	0.83	263	50
"YPL252C"	0.78	324	43
"YPL250C"	0.59	272	16
"YPL249C-A"	0.97	487	0
"YPL249C"	0.91	260	42
"YPL248C"	0.83	254	50
"YPL246C"	0.82	275	50
"YPL244C"	0.89	1	-4
"YPL243W"	0.84	247	50
"YPL242C"	0.88	346	16
"YPL241C"	0.83	269	50
"YPL240C"	0.61	1	-46
"YPL239W"	0.81	297	37
"YPL237W"	0.88	335	24
"YPL235W"	0.76	254	50
"YPL234C"	0.83	314	44
"YPL233W"	0.77	245	50
"YPL232W"	0.63	484	0
"YPL231W"	0.86	431	0
"YPL230W"	0.42	500	-19
"YPL228W"	0.78	279	50
"YPL227C"	0.74	1	-31
"YPL226W"	0.82	264	50
"YPL225W"	0.85	272	46
"YPL224C"	0.62	1	-4
"YPL221W"	0.79	339	24
"YPL220W"	0.88	330	23
"YPL219W"	0.81	252	50
"YPL218W"	0.83	279	50
"YPL217C"	0.8	254	50
"YPL215W"	0.87	284	47
"YPL214C"	0.87	409	0
"YPL213W"	0.96	430	0
"YPL212C"	0.88	371	13
"YPL211W"	0.85	361	20
"YPL210C"	0.76	290	50
"YPL209C"	0.56	500	0
"YPL208W"	0.81	247	50
"YPL207W"	0.86	324	30
"YPL206C"	0.63	239	50
"YPL204W"	0.81	272	50
"YPL203W"	0.83	281	50
"YPL202C"	0.78	360	28
"YPL201C"	0.61	1	10
"YPL200W"	0.8	216	50
"YPL198W"	0.94	478	0
"YPL196W"	0.54	1	-37
"YPL195W"	0.72	226	50
"YPL194W"	0.85	247	50
"YPL193W"	0.8	270	50
"YPL192C"	0.7	257	50
"YPL190C"	0.87	313	25
"YPL189C-A"	0.69	411	0
"YPL189W"	0.61	377	0
"YPL188W"	0.71	1	-50
"YPL187W"	0.78	232	50
"YPL186C"	0.84	1	-50
"YPL184C"	0.71	254	50
"YPL183W-A"	0.72	388	-20
"YPL183C"	0.87	263	44
"YPL181W"	0.98	273	19
"YPL180W"	0.86	285	39
"YPL179W"	0.83	408	0
"YPL178W"	0.81	284	45
"YPL177C"	0.57	293	50
"YPL176C"	0.83	277	49
"YPL175W"	0.72	256	50
"YPL174C"	0.83	1	-50
"YPL173W"	0.78	256	50
"YPL172C"	0.8	254	50
"YPL171C"	0.76	248	50
"YPL170W"	0.67	432	0
"YPL169C"	0.75	270	50
"YPL167C"	0.79	256	50
"YPL166W"	0.76	1	-42
"YPL165C"	0.49	500	0
"YPL164C"	0.75	245	50
"YPL163C"	0.8	264	50
"YPL161C"	0.73	241	50
"YPL160W"	0.8	281	41
"YPL159C"	0.82	320	38
"YPL158C"	0.78	264	50
"YPL157W"	0.77	266	50
"YPL156C"	0.54	415	-20
"YPL155C"	0.67	314	22
"YPL154C"	0.88	302	32
"YPL153C"	0.66	500	0
"YPL152W"	0.82	268	50
"YPL151C"	0.76	263	50
"YPL149W"	0.83	352	24
"YPL148C"	0.76	377	30
"YPL147W"	0.93	398	0
"YPL146C"	0.83	301	45
"YPL145C"	0.65	269	50
"YPL144W"	0.57	474	0
"YPL143W"	0.57	425	0
"YPL141C"	0.82	271	50
"YPL140C"	0.6	1	-35
"YPL139C"	0.76	254	50
"YPL138C"	0.83	270	50
"YPL137C"	0.79	308	33
"YPL135W"	0.94	500	0
"YPL134C"	0.88	251	50
"YPL133C"	0.88	265	48
"YPL132W"	0.89	260	46
"YPL131W"	0.69	458	0
"YPL130W"	0.62	463	0
"YPL129W"	0.76	277	50
"YPL128C"	0.86	383	11
"YPL127C"	0.81	292	49
"YPL126W"	0.81	318	43
"YPL125W"	0.86	258	50
"YPL124W"	0.81	1	-47
"YPL123C"	0.78	227	50
"YPL122C"	0.77	243	50
"YPL121C"	0.63	206	50
"YPL120W"	0.7	1	-43
"YPL119C"	0.79	282	49
"YPL118W"	0.77	291	50
"YPL117C"	0.51	383	0
"YPL116W"	0.63	399	-16
"YPL115C"	0.85	262	50
"YPL112C"	0.71	239	50
"YPL111W"	0.63	430	0
"YPL110C"	0.55	1	-24
"YPL106C"	0.81	306	46
"YPL105C"	0.82	280	50
"YPL104W"	0.81	266	50
"YPL103C"	0.59	1	-41
"YPL101W"	0.68	1	-50
"YPL100W"	0.87	279	43
"YPL099C"	0.74	1	-16
"YPL098C"	0.57	478	0
"YPL097W"	0.64	483	0
"YPL096C-A"	0.62	1	-13
"YPL096W"	0.71	490	0
"YPL095C"	0.82	282	44
"YPL094C"	0.82	329	30
"YPL093W"	0.77	318	37
"YPL092W"	0.74	315	43
"YPL091W"	0.56	256	50
"YPL090C"	0.6	316	26
"YPL089C"	0.79	386	0
"YPL087W"	0.55	1	-29
"YPL086C"	0.78	1	-34
"YPL085W"	0.85	1	-50
"YPL084W"	0.81	286	47
"YPL083C"	0.82	1	-50
"YPL082C"	0.87	500	0
"YPL081W"	0.97	479	0
"YPL079W"	0.86	417	0
"YPL078C"	0.84	305	41
"YPL076W"	0.69	248	50
"YPL075W"	0.73	378	49
"YPL074W"	0.83	281	43
"YPL072W"	0.76	275	50
"YPL070W"	0.76	265	50
"YPL069C"	0.69	1	-48
"YPL065W"	0.88	255	48
"YPL064C"	0.7	257	50
"YPL063W"	0.74	265	50
"YPL061W"	0.61	370	0
"YPL060W"	0.63	1	-24
"YPL059W"	0.74	267	50
"YPL058C"	0.63	433	0
"YPL057C"	0.46	500	0
"YPL055C"	0.62	445	-6
"YPL054W"	0.77	493	0
"YPL053C"	0.75	303	50
"YPL052W"	0.73	292	47
"YPL051W"	0.6	1	-34
"YPL050C"	0.9	315	34
"YPL049C"	0.7	352	13
"YPL048W"	0.53	1	-25
"YPL047W"	0.69	283	50
"YPL046C"	0.83	258	50
"YPL045W"	0.7	1	-48
"YPL043W"	0.83	287	50
"YPL042C"	0.79	287	46
"YPL040C"	0.81	240	50
"YPL038W"	0.72	228	50
"YPL037C"	0.86	361	19
"YPL036W"	0.86	246	50
"YPL033C"	0.67	235	50
"YPL032C"	0.72	393	12
"YPL031C"	0.82	1	-41
"YPL030W"	0.79	259	50
"YPL029W"	0.82	249	50
"YPL028W"	0.83	346	23
"YPL027W"	0.84	279	49
"YPL026C"	0.69	375	-50
"YPL024W"	0.73	289	23
"YPL023C"	0.72	267	50
"YPL022W"	0.74	257	50
"YPL021W"	0.66	1	-41
"YPL020C"	0.83	261	50
"YPL019C"	0.77	1	-4
"YPL018W"	0.82	267	50
"YPL017C"	0.82	453	0
"YPL015C"	0.7	372	0
"YPL013C"	0.76	332	41
"YPL012W"	0.73	311	25
"YPL011C"	0.78	296	43
"YPL010W"	0.66	278	50
"YPL009C"	0.89	296	30
"YPL008W"	0.83	287	46
"YPL007C"	0.57	500	0
"YPL006W"	0.59	1	8
"YPL005W"	0.82	259	50
"YPL004C"	0.93	344	13
"YPL003W"	0.96	359	0
"YPL002C"	0.71	1	-50
"YPL001W"	0.75	247	50
"YPR001W"	0.84	246	50
"YPR002W"	0.79	313	42
"YPR004C"	0.78	289	50
"YPR005C"	0.73	433	0
"YPR006C"	0.89	254	44
"YPR008W"	0.67	417	0
"YPR009W"	0.89	454	0
"YPR010C"	0.84	358	22
"YPR016C"	0.85	275	44
"YPR017C"	0.83	1	-42
"YPR018W"	0.71	259	50
"YPR019W"	0.8	269	50
"YPR020W"	0.89	278	41
"YPR021C"	0.85	1	-50
"YPR023C"	0.7	296	40
"YPR024W"	0.73	311	45
"YPR025C"	0.79	267	50
"YPR026W"	0.68	360	18
"YPR028W"	0.72	388	0
"YPR029C"	0.82	264	50
"YPR030W"	0.81	330	24
"YPR031W"	0.72	277	50
"YPR032W"	0.77	256	50
"YPR033C"	0.86	1	-50
"YPR034W"	0.78	249	50
"YPR035W"	0.45	68	-8
"YPR036W"	0.71	325	26
"YPR036W-A"	0.74	246	45
"YPR037C"	0.82	268	50
"YPR040W"	0.79	1	-50
"YPR041W"	0.85	291	38
"YPR042C"	0.95	500	0
"YPR043W"	0.68	417	-3
"YPR045C"	0.74	251	50
"YPR046W"	0.86	267	50
"YPR047W"	0.68	223	50
"YPR048W"	0.8	1	-47
"YPR049C"	0.79	279	50
"YPR051W"	0.78	273	50
"YPR052C"	0.84	337	29
"YPR054W"	0.84	324	31
"YPR055W"	0.81	272	50
"YPR056W"	0.84	258	50
"YPR057W"	0.61	467	0
"YPR058W"	0.79	240	50
"YPR060C"	0.78	270	50
"YPR061C"	0.77	271	50
"YPR062W"	0.77	273	50
"YPR065W"	0.53	222	46
"YPR066W"	0.6	215	50
"YPR067W"	0.83	260	50
"YPR068C"	0.79	227	50
"YPR069C"	0.77	1	11
"YPR070W"	0.85	260	49
"YPR072W"	0.84	275	50
"YPR073C"	0.66	1	-48
"YPR074C"	0.72	416	1
"YPR075C"	0.9	270	42
"YPR079W"	0.83	249	50
"YPR080W"	0.55	460	0
"YPR081C"	0.54	389	21
"YPR082C"	0.76	1	-43
"YPR083W"	0.76	246	50
"YPR085C"	0.63	237	50
"YPR086W"	0.58	1	-39
"YPR088C"	0.83	279	50
"YPR091C"	0.74	250	50
"YPR093C"	0.61	469	0
"YPR094W"	0.52	442	1
"YPR095C"	0.86	257	50
"YPR097W"	0.83	252	50
"YPR098C"	0.81	286	44
"YPR100W"	0.81	284	41
"YPR101W"	0.77	251	50
"YPR102C"	0.69	366	-27
"YPR103W"	0.59	401	0
"YPR104C"	0.8	298	46
"YPR105C"	0.63	238	50
"YPR106W"	0.9	262	45
"YPR107C"	0.79	1	-50
"YPR108W"	0.74	259	50
"YPR110C"	0.75	1	-50
"YPR111W"	0.66	213	50
"YPR112C"	0.87	355	19
"YPR113W"	0.91	361	12
"YPR115W"	0.83	282	50
"YPR116W"	0.87	272	43
"YPR118W"	0.85	292	38
"YPR119W"	0.45	488	0
"YPR120C"	0.78	282	49
"YPR121W"	0.59	412	18
"YPR122W"	0.88	303	43
"YPR124W"	0.61	500	0
"YPR125W"	0.78	270	50
"YPR127W"	0.81	1	-18
"YPR128C"	0.76	1	-17
"YPR129W"	0.77	277	50
"YPR131C"	0.73	472	0
"YPR132W"	0.65	469	0
"YPR133C"	0.84	270	50
"YPR133W-A"	0.9	280	39
"YPR134W"	0.48	441	0
"YPR135W"	0.64	500	0
"YPR137W"	0.81	348	24
"YPR138C"	0.63	410	0
"YPR139C"	0.73	1	-50
"YPR140W"	0.75	1	-50
"YPR141C"	0.8	285	44
"YPR143W"	0.8	295	50
"YPR144C"	0.91	442	0
"YPR145W"	0.57	265	-28
"YPR148C"	0.75	279	50
"YPR149W"	0.58	121	-24
"YPR151C"	0.69	247	50
"YPR152C"	0.68	1	-38
"YPR153W"	0.71	1	-48
"YPR154W"	0.94	285	28
"YPR155C"	0.7	253	50
"YPR156C"	0.93	308	20
"YPR158W"	0.79	339	40
"YPR159W"	0.62	248	44
"YPR160W"	0.72	388	46
"YPR161C"	0.8	281	50
"YPR162C"	0.76	1	-50
"YPR163C"	0.8	284	50
"YPR164W"	0.75	500	0
"YPR165W"	0.84	369	13
"YPR166C"	0.74	273	50
"YPR167C"	0.77	1	-25
"YPR168W"	0.72	1	-5
"YPR169W"	0.81	247	50
"YPR171W"	0.67	1	-29
"YPR173C"	0.68	1	-49
"YPR175W"	0.85	273	50
"YPR176C"	0.76	1	-50
"YPR178W"	0.83	260	50
"YPR179C"	0.76	239	50
"YPR180W"	0.79	1	-42
"YPR181C"	0.81	265	50
"YPR182W"	0.86	1	-19
"YPR183W"	0.81	257	50
"YPR184W"	0.98	423	0
"YPR185W"	0.73	242	50
"YPR186C"	0.74	268	50
"YPR187W"	0.81	279	47
"YPR188C"	0.54	1	-38
"YPR189W"	0.73	1	-50
"YPR190C"	0.79	310	39
"YPR191W"	0.81	321	35
"YPR192W"	0.82	173	48
"YPR193C"	0.77	1	-50
"YPR198W"	0.87	277	41
"YPR199C"	0.84	261	39
"YPR200C"	0.72	406	0
"YPR201W"	0.69	1	6
"YAL067W-A"	0.67	286	50
"YAL064C-A"	0.92	435	0
"YAL061W"	0.86	296	35
"YAL044W-A"	0.54	442	0
"YAL037C-A"	0.5	180	-50
"YAL037W"	0.5	179	-50
"YAL018C"	0.78	299	47
"YAR023C"	0.82	222	50
"YAR028W"	0.65	271	50
"YAR029W"	0.89	236	50
"YAR035C-A"	0.8	310	42
"YBL107C"	0.86	278	44
"YBL104C"	0.74	1	-38
"YBL100W-C"	0.63	477	0
"YBL095W"	0.86	291	37
"YBL086C"	0.82	268	49
"YBL081W"	0.72	1	-50
"YBL071C-B"	0.59	477	0
"YBL059W"	0.51	500	0
"YBL039W-B"	0.51	1	-36
"YBL029C-A"	0.62	245	50
"YBL010C"	0.81	272	50
"YBL008W-A"	0.6	395	11
"YBR007C"	0.53	122	-46
"YBR028C"	0.59	1	-41
"YBR033W"	0.88	316	32
"YBR047W"	0.76	262	50
"YBR053C"	0.76	269	50
"YBR056W"	0.96	392	0
"YBR062C"	0.83	500	0
"YBR063C"	0.76	263	50
"YBR071W"	0.92	307	28
"YBR072C-A"	0.76	265	50
"YBR074W"	0.87	257	50
"YBR085C-A"	0.79	263	50
"YBR090C"	0.79	264	50
"YBR096W"	0.7	270	50
"YBR138C"	0.82	310	39
"YBR141C"	0.72	255	50
"YBR182C-A"	0.69	420	0
"YBR184W"	0.79	500	0
"YBR187W"	0.95	331	10
"YBR196C-B"	0.85	397	0
"YBR197C"	0.81	271	50
"YBR200W-A"	0.73	1	-47
"YBR201C-A"	0.57	500	0
"YBR220C"	0.83	262	50
"YBR221W-A"	0.75	284	50
"YBR225W"	0.74	1	-47
"YBR230W-A"	0.81	352	8
"YBR235W"	0.82	262	50
"YBR239C"	0.74	457	0
"YBR241C"	0.71	1	-50
"YBR242W"	0.73	274	47
"YBR246W"	0.61	1	-39
"YBR255C-A"	0.76	240	50
"YBR259W"	0.86	253	50
"YBR269C"	0.73	263	49
"YBR270C"	0.65	1	-34
"YBR271W"	0.77	1	-49
"YBR284W"	0.83	154	-39
"YBR285W"	0.79	1	-50
"YBR287W"	0.87	312	32
"YBR296C-A"	0.7	49	-50
"YCL057C-A"	0.85	1	-43
"YCL056C"	0.86	1	-15
"YCL049C"	0.63	276	50
"YCL048W-A"	0.72	181	-50
"YCL047C"	0.7	500	0
"YCL042W"	0.67	310	50
"YCL026C-B"	0.8	257	50
"YCL002C"	0.75	250	50
"YCL001W-A"	0.62	443	0
"YCR015C"	0.87	398	0
"YCR016W"	0.75	266	50
"YCR043C"	0.74	252	50
"YCR050C"	0.7	248	50
"YCR051W"	0.66	259	50
"YCR061W"	0.97	381	0
"YCR075W-A"	0.71	1	-38
"YCR076C"	0.81	1	-42
"YCR087C-A"	0.74	451	0
"YCR090C"	0.85	267	50
"YCR095C"	0.83	293	41
"YCR095W-A"	0.76	290	50
"YCR099C"	0.78	169	35
"YCR101C"	0.73	421	0
"YCR102C"	0.76	314	40
"YDL241W"	0.71	309	50
"YDL233W"	0.84	246	50
"YDL218W"	0.82	243	50
"YDL211C"	0.82	268	50
"YDL206W"	0.75	246	50
"YDL199C"	0.84	270	48
"YDL186W"	0.73	1	-50
"YDL180W"	0.64	1	-50
"YDL177C"	0.78	261	50
"YDL160C-A"	0.61	265	50
"YDL157C"	0.79	292	49
"YDL156W"	0.8	289	50
"YDL144C"	0.73	270	50
"YDL133W"	0.72	452	0
"YDL129W"	0.94	419	0
"YDL121C"	0.81	302	44
"YDL119C"	0.76	258	50
"YDL114W"	0.72	239	50
"YDL109C"	0.61	481	0
"YDL086W"	0.72	1	-43
"YDL085C-A"	0.8	243	50
"YDL073W"	0.86	316	35
"YDL057W"	0.71	1	-50
"YDL027C"	0.79	307	38
"YDL007C-A"	0.48	480	-19
"YDR018C"	0.78	267	50
"YDR020C"	0.79	237	50
"YDR034C-A"	0.65	467	0
"YDR034W-B"	0.83	500	0
"YDR042C"	0.71	263	50
"YDR049W"	0.79	255	50
"YDR056C"	0.85	271	50
"YDR061W"	0.74	366	-16
"YDR066C"	0.5	448	0
"YDR067C"	0.74	245	50
"YDR070C"	0.51	1	16
"YDR089W"	0.81	500	0
"YDR090C"	0.86	296	42
"YDR109C"	0.68	1	11
"YDR111C"	0.26	243	50
"YDR115W"	0.82	1	-41
"YDR119W"	0.76	273	50
"YDR119W-A"	0.79	335	46
"YDR124W"	0.93	371	0
"YDR131C"	0.75	218	50
"YDR132C"	0.78	264	50
"YDR161W"	0.64	269	50
"YDR179W-A"	0.71	500	0
"YDR194W-A"	0.73	1	-30
"YDR210W"	0.68	282	50
"YDR222W"	0.67	426	0
"YDR246W-A"	0.69	179	-43
"YDR248C"	0.8	243	50
"YDR249C"	0.79	292	50
"YDR262W"	0.82	324	-4
"YDR282C"	0.62	1	-22
"YDR286C"	0.49	479	-2
"YDR291W"	0.79	253	50
"YDR306C"	0.56	1	-38
"YDR307W"	0.78	1	-41
"YDR319C"	0.93	269	30
"YDR333C"	0.87	459	0
"YDR336W"	0.65	1	-32
"YDR338C"	0.81	215	50
"YDR348C"	0.82	305	42
"YDR352W"	0.89	309	34
"YDR357C"	0.73	397	5
"YDR370C"	0.78	297	49
"YDR371W"	0.71	287	50
"YDR374C"	0.79	274	50
"YDR374W-A"	0.74	262	50
"YDR387C"	0.82	281	50
"YDR391C"	0.52	431	0
"YDR415C"	0.74	1	-40
"YDR444W"	0.81	292	47
"YDR461C-A"	0.83	290	43
"YDR476C"	0.82	1	-50
"YDR506C"	0.99	463	0
"YDR514C"	0.82	230	50
"YDR520C"	0.83	279	50
"YDR524W-C"	0.94	445	0
"YDR524C-B"	0.71	46	50
"YDR541C"	0.75	314	50
"YEL075C"	0.66	371	0
"YEL073C"	0.84	471	0
"YEL070W"	0.94	399	0
"YEL067C"	0.75	1	-41
"YEL057C"	0.85	297	23
"YEL025C"	0.87	288	24
"YEL023C"	0.7	1	-50
"YEL020C"	0.78	1	-50
"YEL007W"	0.63	266	38
"YER034W"	0.91	429	0
"YER039C-A"	0.77	261	50
"YER053C-A"	0.54	391	-7
"YER064C"	0.75	362	0
"YER066W"	0.67	366	24
"YER071C"	0.81	1	-22
"YER076C"	0.72	368	3
"YER077C"	0.61	44	-40
"YER078W-A"	0.72	263	50
"YER079W"	0.36	1	28
"YER085C"	0.81	314	36
"YER121W"	0.64	391	-10
"YER128W"	0.72	1	-10
"YER130C"	0.96	442	0
"YER134C"	0.85	243	50
"YER137C"	0.63	483	0
"YER140W"	0.78	1	-50
"YER156C"	0.74	251	50
"YER158C"	0.62	392	-34
"YER163C"	0.84	287	49
"YER175W-A"	0.5	412	-3
"YER182W"	0.59	428	0
"YER184C"	0.73	371	30
"YER186C"	0.82	1	-50
"YER187W"	0.48	458	4
"YER188C-A"	0.56	337	-50
"YFL065C"	0.85	395	-3
"YFL064C"	0.62	418	0
"YFL061W"	0.6	1	-50
"YFL054C"	0.83	293	42
"YFL052W"	0.82	360	11
"YFL051C"	0.44	455	-19
"YFL046W"	0.77	237	50
"YFL042C"	0.61	491	0
"YFL041W-A"	0.6	437	5
"YFL040W"	0.77	267	50
"YFL034W"	0.94	442	0
"YFL012W"	0.82	308	39
"YFR006W"	0.87	336	17
"YFR012W"	0.85	400	0
"YFR017C"	0.59	378	-28
"YFR018C"	0.82	259	50
"YFR032C"	0.74	278	50
"YFR032C-B"	0.63	393	0
"YFR035C"	0.74	258	50
"YFR039C"	0.91	437	0
"YFR045W"	0.45	389	9
"YGL242C"	0.85	237	50
"YGL230C"	0.54	1	-28
"YGL194C-A"	0.81	500	0
"YGL188C-A"	0.64	409	0
"YGL185C"	0.68	437	0
"YGL176C"	0.81	239	50
"YGL159W"	0.76	243	50
"YGL146C"	0.76	500	0
"YGL140C"	0.76	273	50
"YGL138C"	0.8	310	27
"YGL117W"	0.71	252	50
"YGL114W"	0.77	198	50
"YGL108C"	0.8	229	50
"YGL101W"	0.69	284	50
"YGL085W"	0.58	500	0
"YGL082W"	0.83	260	50
"YGL081W"	0.74	500	0
"YGL080W"	0.8	1	-47
"YGL079W"	0.62	1	-35
"YGL041C-B"	0.73	1	-16
"YGL041W-A"	0.78	237	50
"YGL036W"	0.65	406	0
"YGL015C"	0.74	268	50
"YGL010W"	0.84	283	44
"YGL006W-A"	0.78	377	7
"YGR001C"	0.8	1	-50
"YGR015C"	0.83	1	-48
"YGR016W"	0.79	254	50
"YGR017W"	0.86	278	50
"YGR021W"	0.82	297	47
"YGR026W"	0.91	294	36
"YGR031W"	0.75	291	46
"YGR035C"	0.88	378	6
"YGR042W"	0.68	1	-45
"YGR052W"	0.55	322	16
"YGR053C"	0.62	367	24
"YGR066C"	0.66	225	50
"YGR067C"	0.63	418	-27
"YGR071C"	0.74	228	50
"YGR079W"	0.7	441	0
"YGR093W"	0.76	259	50
"YGR111W"	0.69	400	-13
"YGR117C"	0.67	436	0
"YGR121W-A"	0.51	500	0
"YGR125W"	0.82	32	-10
"YGR126W"	0.89	258	47
"YGR127W"	0.83	251	50
"YGR149W"	0.81	297	34
"YGR153W"	0.82	295	49
"YGR161C"	0.52	500	0
"YGR161W-C"	0.73	254	46
"YGR168C"	0.91	279	41
"YGR169C-A"	0.74	476	0
"YGR174W-A"	0.87	239	50
"YGR210C"	0.97	424	0
"YGR235C"	0.76	269	50
"YGR237C"	0.81	272	50
"YGR243W"	0.54	384	-12
"YGR273C"	0.59	179	-50
"YHL050C"	0	NA	NA
"YHL049C"	0.72	53	-50
"YHL048C-A"	0.75	272	50
"YHL044W"	0.88	270	46
"YHL042W"	0.44	339	24
"YHL029C"	0.62	317	28
"YHL026C"	0.73	258	50
"YHL018W"	0.66	1	-30
"YHL017W"	0.71	234	50
"YHL015W-A"	0.47	500	21
"YHL012W"	0.82	245	50
"YHR009C"	0.64	396	0
"YHR021W-A"	0.65	426	0
"YHR022C"	0.85	303	42
"YHR022C-A"	0.95	437	0
"YHR033W"	0.95	344	8
"YHR035W"	0.5	1	-22
"YHR045W"	0.71	263	50
"YHR048W"	0.84	301	41
"YHR050W-A"	0.82	291	47
"YHR078W"	0.93	372	6
"YHR097C"	0.81	282	42
"YHR112C"	0.8	1	-45
"YHR126C"	0.81	282	49
"YHR131C"	0.63	1	-18
"YHR138C"	0.78	278	50
"YHR140W"	0.76	1	-44
"YHR159W"	0.63	239	50
"YHR162W"	0.65	306	18
"YHR177W"	0.74	176	-50
"YHR182W"	0.49	1	5
"YHR192W"	0.56	1	-37
"YHR202W"	0.65	500	0
"YHR209W"	0.66	477	0
"YHR210C"	0.94	416	0
"YHR214W"	0.61	440	-21
"YIL169C"	0.85	325	25
"YIL166C"	0.84	258	50
"YIL161W"	0.79	273	50
"YIL156W-B"	0.59	473	0
"YIL152W"	0.59	220	50
"YIL151C"	0.8	259	50
"YIL134C-A"	0.43	1	-15
"YIL127C"	0.85	358	22
"YIL108W"	0.79	249	50
"YIL102C-A"	0.79	288	44
"YIL102C"	0.67	500	0
"YIL096C"	0.54	236	50
"YIL092W"	0.67	245	50
"YIL089W"	0.53	455	0
"YIL077C"	0.84	319	35
"YIL067C"	0.7	1	-50
"YIL060W"	0.68	427	3
"YIL055C"	0.86	243	46
"YIL046W-A"	0.92	410	0
"YIL039W"	0.54	1	-19
"YIL029C"	0.82	285	50
"YIL024C"	0.71	228	50
"YIL014C-A"	0.72	407	7
"YIL002W-A"	0.84	267	50
"YIL001W"	0.75	233	50
"YIR007W"	0.92	324	8
"YIR014W"	0.57	500	0
"YIR016W"	0.58	394	-12
"YIR021W-A"	0.57	180	-50
"YIR035C"	0.82	298	34
"YIR036C"	0.87	275	46
"YIR042C"	0.59	151	-39
"YJL218W"	0.77	295	50
"YJL206C"	0.64	375	-12
"YJL193W"	0.71	237	50
"YJL185C"	0.72	1	-47
"YJL181W"	0.88	283	44
"YJL163C"	0.81	252	50
"YJL160C"	0.89	301	21
"YJL144W"	0.79	296	49
"YJL133C-A"	0.61	386	-50
"YJL132W"	0.82	281	37
"YJL127C-B"	0.85	481	0
"YJL107C"	0.67	408	-43
"YJL103C"	0.73	1	-50
"YJL070C"	0.79	1	-50
"YJL055W"	0.73	260	50
"YJL049W"	0.83	265	50
"YJL047C-A"	0.78	247	50
"YJL043W"	0.8	276	50
"YJL027C"	0.61	1	6
"YJL016W"	0.83	280	38
"YJR003C"	0.86	332	23
"YJR005C-A"	0.7	268	50
"YJR008W"	0.78	259	50
"YJR011C"	0.59	500	0
"YJR012C"	0.74	485	0
"YJR015W"	0.89	252	50
"YJR030C"	0.79	1	-41
"YJR039W"	0.74	1	-10
"YJR054W"	0.83	286	43
"YJR056C"	0.66	1	-28
"YJR061W"	0.81	309	25
"YJR079W"	0.65	165	-37
"YJR085C"	0.6	248	50
"YJR098C"	0.8	270	50
"YJR107W"	0.86	265	48
"YJR111C"	0.82	262	50
"YJR112W-A"	0.83	230	50
"YJR115W"	0.56	421	-11
"YJR116W"	0.84	297	40
"YJR124C"	0.86	1	-50
"YJR129C"	0.57	279	50
"YJR141W"	0.64	487	0
"YJR142W"	0.56	1	-24
"YJR149W"	0.72	1	-31
"YJR151W-A"	0.71	1	-50
"YJR154W"	0.75	275	50
"YKL187C"	0.89	253	50
"YKL183C-A"	0.73	243	-15
"YKL162C"	0.79	1	-50
"YKL151C"	0.79	233	50
"YKL133C"	0.7	228	50
"YKL121W"	0.79	1	-36
"YKL106C-A"	0.83	191	50
"YKL105C"	0.95	281	36
"YKL100C"	0.82	275	50
"YKL077W"	0.8	296	46
"YKL075C"	0.69	271	50
"YKL071W"	0.84	220	49
"YKL068W-A"	0.53	493	0
"YKL065W-A"	0.56	191	50
"YKL063C"	0.94	428	0
"YKL061W"	0.86	279	36
"YKL047W"	0.75	262	50
"YKL033W-A"	0.84	265	49
"YKL023C-A"	0.96	428	0
"YKL023W"	0.96	434	0
"YKL018C-A"	0.68	1	-42
"YKR005C"	0.77	1	16
"YKR011C"	0.79	339	17
"YKR015C"	0.8	1	-50
"YKR017C"	0.73	500	0
"YKR018C"	0.64	428	0
"YKR023W"	0.76	249	50
"YKR041W"	0.67	365	-33
"YKR045C"	0.9	228	50
"YKR051W"	0.78	1	-42
"YKR070W"	0.73	1	-30
