""	"corr"	"length"	"shift"
"YGR081C"	0.75	276	50
"YGR082W"	0.76	276	50
"YGR083C"	0.76	262	50
"YGR084C"	0.77	267	50
"YGR085C"	0.84	387	9
"YGR086C"	0.62	430	-28
"YGR087C"	0.85	278	45
"YGR088W"	0.94	339	0
"YGR089W"	0.81	299	41
"YGR090W"	0.72	442	0
"YGR091W"	0.74	500	0
"YGR092W"	0.89	361	14
"YGR094W"	0.86	288	47
"YGR095C"	0.8	260	50
"YGR096W"	0.79	265	50
"YGR097W"	0.72	238	50
"YGR098C"	0.6	500	0
"YGR099W"	0.78	1	-50
"YGR100W"	0.82	1	-47
"YGR101W"	0.73	256	50
"YGR102C"	0.75	312	49
"YGR103W"	0.8	314	39
"YGR104C"	0.63	1	-42
"YGR105W"	0.58	1	-37
"YGR106C"	0.79	327	30
"YGR108W"	0.92	292	35
"YGR109C"	0.73	248	50
"YGR110W"	0.81	263	50
"YGR112W"	0.63	500	0
"YGR113W"	0.83	261	50
"YGR116W"	0.8	280	50
"YGR118W"	0.57	1	-39
"YGR119C"	0.83	283	47
"YGR120C"	0.67	463	0
"YGR121C"	0.52	366	0
"YGR122W"	0.67	250	50
"YGR123C"	0.78	282	50
"YGR124W"	0.92	356	-2
"YGR128C"	0.85	279	50
"YGR129W"	0.93	292	24
"YGR130C"	0.87	289	47
"YGR131W"	0.91	462	0
"YGR132C"	0.83	1	-50
"YGR133W"	0.92	1	-38
"YGR134W"	0.6	500	0
"YGR135W"	0.8	270	50
"YGR136W"	0.85	293	26
"YGR138C"	0.57	496	0
"YGR140W"	0.8	279	50
"YGR141W"	0.85	282	39
"YGR142W"	0.78	283	32
"YGR143W"	0.75	295	23
"YGR144W"	0.75	288	42
"YGR145W"	0.84	284	49
"YGR146C"	0.53	259	50
"YGR147C"	0.87	267	50
"YGR148C"	0.58	404	-1
"YGR150C"	0.74	252	50
"YGR152C"	0.81	288	47
"YGR154C"	0.8	290	44
"YGR155W"	0.78	277	50
"YGR156W"	0.88	294	45
"YGR157W"	0.9	340	13
"YGR158C"	0.85	288	46
"YGR159C"	0.87	349	24
"YGR162W"	0.94	432	0
"YGR163W"	0.75	272	50
"YGR165W"	0.6	1	-7
"YGR166W"	0.82	264	50
"YGR167W"	0.79	1	-50
"YGR169C"	0.51	480	0
"YGR170W"	0.7	500	0
"YGR171C"	0.65	498	0
"YGR172C"	0.77	253	50
"YGR173W"	0.8	256	50
"YGR174C"	0.58	500	0
"YGR175C"	0.65	261	50
"YGR177C"	0.68	260	50
"YGR178C"	0.84	311	31
"YGR179C"	0.78	272	50
"YGR180C"	0.78	277	50
"YGR181W"	0.79	1	-50
"YGR183C"	0.8	364	11
"YGR184C"	0.82	1	-50
"YGR185C"	0.78	284	50
"YGR186W"	0.79	280	45
"YGR187C"	0.92	321	24
"YGR188C"	0.77	258	50
"YGR189C"	0.72	381	0
"YGR191W"	0.78	465	0
"YGR192C"	0.67	306	-50
"YGR193C"	0.77	252	50
"YGR194C"	0.85	258	50
"YGR195W"	0.67	248	50
"YGR196C"	0.85	279	50
"YGR197C"	0.82	475	0
"YGR198W"	0.88	500	0
"YGR199W"	0.89	265	44
"YGR200C"	0.74	1	-49
"YGR202C"	0.8	258	50
"YGR203W"	0.73	1	50
"YGR204W"	0.6	377	0
"YGR205W"	0.85	339	16
"YGR206W"	0.73	1	-50
"YGR207C"	0.84	249	50
"YGR208W"	0.85	256	50
"YGR209C"	0.84	1	-50
"YGR211W"	0.81	411	0
"YGR212W"	0.81	227	50
"YGR213C"	0.79	1	-50
"YGR214W"	0.62	353	-50
"YGR215W"	0.78	252	50
"YGR216C"	0.75	1	-50
"YGR217W"	0.82	250	50
"YGR218W"	0.84	297	41
"YGR220C"	0.86	272	45
"YGR221C"	0.76	264	50
"YGR222W"	0.81	284	50
"YGR223C"	0.87	1	-33
"YGR224W"	0.82	1	-50
"YGR225W"	0.78	267	50
"YGR227W"	0.78	261	50
"YGR229C"	0.78	500	0
"YGR230W"	0.87	253	50
"YGR231C"	0.86	278	50
"YGR232W"	0.52	1	-16
"YGR233C"	0.86	281	50
"YGR234W"	0.77	123	46
"YGR236C"	0.67	471	0
"YGR238C"	0.7	260	50
"YGR239C"	0.91	271	48
"YGR240C"	0.54	230	50
"YGR241C"	0.67	357	0
"YGR244C"	0.89	310	27
"YGR245C"	0.8	299	41
"YGR246C"	0.64	223	50
"YGR247W"	0.75	500	0
"YGR248W"	0.67	419	0
"YGR249W"	0.61	414	-12
"YGR250C"	0.8	278	47
"YGR251W"	0.81	263	50
"YGR252W"	0.88	1	-41
"YGR253C"	0.86	284	33
"YGR254W"	0.89	257	-39
"YGR255C"	0.62	403	-16
"YGR256W"	0.69	500	0
"YGR257C"	0.73	1	-50
"YGR258C"	0.78	268	50
"YGR260W"	0.82	272	39
"YGR261C"	0.73	1	-42
"YGR262C"	0.78	238	50
"YGR263C"	0.81	209	50
"YGR264C"	0.76	313	41
"YGR266W"	0.84	315	36
"YGR267C"	0.81	306	37
"YGR268C"	0.91	302	33
"YGR270W"	0.85	340	26
"YGR271W"	0.78	273	50
"YGR271C-A"	0.72	260	50
"YGR274C"	0.7	247	50
"YGR275W"	0.79	1	-48
"YGR276C"	0.67	215	50
"YGR277C"	0.57	500	0
"YGR278W"	0.58	1	-34
"YGR279C"	0.6	431	0
"YGR280C"	0.82	294	48
"YGR281W"	0.89	410	0
"YGR282C"	0.8	360	-18
"YGR283C"	0.86	272	48
"YGR284C"	0.79	296	47
"YGR285C"	0.76	298	50
"YGR286C"	0.88	325	25
"YGR287C"	0.89	363	9
"YGR288W"	0.81	293	32
"YGR289C"	0.77	324	39
"YGR292W"	0.77	325	24
"YGR295C"	0.92	286	26
"YHL048W"	0.83	280	36
"YHL046C"	0.81	271	47
"YHL043W"	0.76	160	23
"YHL040C"	0.75	1	-13
"YHL039W"	0.52	500	0
"YHL038C"	0.79	246	50
"YHL036W"	0.83	253	50
"YHL035C"	0.66	1	-22
"YHL034C"	0.84	271	50
"YHL033C"	0.9	419	0
"YHL032C"	0.66	271	50
"YHL031C"	0.51	459	0
"YHL030W"	0.85	481	0
"YHL028W"	0.88	347	0
"YHL027W"	0.68	469	0
"YHL025W"	0.75	1	-50
"YHL024W"	0.75	434	0
"YHL023C"	0.93	500	0
"YHL022C"	0.95	257	35
"YHL021C"	0.74	343	7
"YHL020C"	0.85	264	50
"YHL019C"	0.68	461	0
"YHL016C"	0.74	348	18
"YHL015W"	0.8	406	-3
"YHL014C"	0.65	1	-44
"YHL013C"	0.79	1	-48
"YHL011C"	0.88	318	23
"YHL010C"	0.81	1	-48
"YHL009C"	0.63	477	0
"YHL007C"	0.79	496	0
"YHL006C"	0.78	312	28
"YHL004W"	0.74	302	41
"YHL003C"	0.83	301	35
"YHL002W"	0.7	430	0
"YHL001W"	0.97	446	0
"YHR001W"	0.75	1	-39
"YHR001W-A"	0.94	301	20
"YHR002W"	0.89	287	46
"YHR003C"	0.79	250	50
"YHR004C"	0.8	262	50
"YHR005C"	0.68	500	0
"YHR005C-A"	0.68	438	0
"YHR006W"	0.82	331	34
"YHR007C"	0.69	215	-3
"YHR008C"	0.93	301	17
"YHR010W"	0.59	404	-22
"YHR011W"	0.64	242	50
"YHR012W"	0.57	500	0
"YHR013C"	0.81	269	50
"YHR014W"	0.79	266	50
"YHR015W"	0.75	339	27
"YHR016C"	0.78	235	50
"YHR017W"	0.67	256	50
"YHR018C"	0.87	280	43
"YHR019C"	0.91	336	17
"YHR020W"	0.86	328	31
"YHR021C"	0.63	387	-14
"YHR023W"	0.96	434	0
"YHR024C"	0.78	257	50
"YHR025W"	0.78	261	50
"YHR026W"	0.8	278	48
"YHR027C"	0.72	1	-50
"YHR028C"	0.75	270	50
"YHR029C"	0.81	235	50
"YHR030C"	0.99	356	0
"YHR031C"	0.84	325	32
"YHR032W"	0.87	332	22
"YHR034C"	0.6	1	-41
"YHR036W"	0.73	252	50
"YHR037W"	0.81	262	50
"YHR038W"	0.76	246	50
"YHR039C"	0.67	1	-44
"YHR039C-A"	0.78	282	50
"YHR040W"	0.79	281	45
"YHR042W"	0.73	324	36
"YHR043C"	0.58	211	50
"YHR044C"	0.47	1	-14
"YHR046C"	0.83	256	50
"YHR047C"	0.95	430	0
"YHR049W"	0.91	304	-6
"YHR050W"	0.79	279	44
"YHR051W"	0.82	291	47
"YHR052W"	0.86	281	47
"YHR056C"	0.79	1	-50
"YHR057C"	0.57	222	50
"YHR058C"	0.66	235	50
"YHR059W"	0.69	1	-39
"YHR060W"	0.63	1	-11
"YHR061C"	0.74	268	50
"YHR062C"	0.65	500	0
"YHR063C"	0.76	1	-50
"YHR064C"	0.95	425	0
"YHR065C"	0.81	297	44
"YHR066W"	0.82	302	42
"YHR067W"	0.81	207	50
"YHR068W"	0.76	263	50
"YHR069C"	0.84	265	50
"YHR070W"	0.77	261	50
"YHR071W"	0.92	278	27
"YHR072W"	0.86	222	50
"YHR072W-A"	0.8	290	49
"YHR073W"	0.82	265	50
"YHR074W"	0.8	247	50
"YHR075C"	0.71	242	50
"YHR076W"	0.59	1	-29
"YHR077C"	0.85	371	16
"YHR079C"	0.73	274	50
"YHR079C-A"	0.77	262	50
"YHR080C"	0.78	1	-50
"YHR081W"	0.67	268	50
"YHR082C"	0.76	1	-50
"YHR083W"	0.86	297	42
"YHR084W"	0.84	314	38
"YHR085W"	0.79	258	50
"YHR086W"	0.74	277	50
"YHR087W"	0.9	315	31
"YHR088W"	0.84	297	42
"YHR089C"	0.77	312	50
"YHR090C"	0.77	1	-50
"YHR091C"	0.79	1	-41
"YHR094C"	0.9	364	-12
"YHR096C"	0.72	185	50
"YHR098C"	0.84	309	38
"YHR099W"	0.72	254	50
"YHR100C"	0.85	1	-50
"YHR101C"	0.81	1	-19
"YHR102W"	0.76	1	-48
"YHR103W"	0.88	312	35
"YHR104W"	0.8	252	50
"YHR105W"	0.56	485	0
"YHR106W"	0.75	202	50
"YHR107C"	0.76	263	50
"YHR108W"	0.74	263	50
"YHR109W"	0.67	1	-31
"YHR110W"	0.77	250	50
"YHR111W"	0.73	1	-50
"YHR113W"	0.75	249	50
"YHR114W"	0.79	259	50
"YHR115C"	0.78	270	50
"YHR116W"	0.87	285	43
"YHR117W"	0.66	253	50
"YHR118C"	0.7	240	50
"YHR119W"	0.66	1	-50
"YHR120W"	0.69	1	-9
"YHR121W"	0.78	269	50
"YHR122W"	0.72	257	50
"YHR123W"	0.76	273	50
"YHR124W"	0.86	496	0
"YHR127W"	0.81	284	46
"YHR128W"	0.76	289	50
"YHR129C"	0.81	1	-45
"YHR132C"	0.83	271	47
"YHR132W-A"	0.75	258	50
"YHR133C"	0.76	1	-49
"YHR134W"	0.73	245	50
"YHR135C"	0.85	312	35
"YHR136C"	0.78	241	50
"YHR137W"	0.95	475	0
"YHR139C"	0.83	319	25
"YHR141C"	0.56	379	0
"YHR142W"	0.73	246	50
"YHR143W"	0.83	329	33
"YHR143W-A"	0.83	319	39
"YHR144C"	0.81	446	0
"YHR146W"	0.83	341	24
"YHR147C"	0.73	264	50
"YHR148W"	0.66	1	-50
"YHR149C"	0.68	490	0
"YHR150W"	0.7	497	0
"YHR151C"	0.91	439	0
"YHR152W"	0.9	424	0
"YHR153C"	0.7	279	50
"YHR154W"	0.77	285	49
"YHR155W"	0.82	269	50
"YHR156C"	0.58	478	0
"YHR157W"	0.63	500	0
"YHR158C"	0.83	1	-50
"YHR160C"	0.8	250	50
"YHR161C"	0.54	500	0
"YHR163W"	0.71	275	50
"YHR164C"	0.79	1	-48
"YHR165C"	0.75	1	-50
"YHR166C"	0.76	243	50
"YHR167W"	0.63	248	50
"YHR168W"	0.67	204	50
"YHR169W"	0.82	248	50
"YHR170W"	0.83	307	40
"YHR171W"	0.76	275	50
"YHR172W"	0.63	254	50
"YHR174W"	0.55	207	50
"YHR175W"	0.76	299	42
"YHR176W"	0.77	254	50
"YHR178W"	0.8	303	33
"YHR179W"	0.95	432	0
"YHR181W"	0.96	444	0
"YHR183W"	0.96	326	15
"YHR184W"	0.74	247	50
"YHR185C"	0.65	312	50
"YHR186C"	0.78	262	50
"YHR187W"	0.77	262	50
"YHR188C"	0.76	1	-50
"YHR189W"	0.63	222	50
"YHR190W"	0.86	272	40
"YHR191C"	0.62	1	-33
"YHR193C"	0.89	500	0
"YHR194W"	0.8	487	0
"YHR195W"	0.7	248	50
"YHR196W"	0.75	266	50
"YHR197W"	0.73	252	50
"YHR198C"	0.86	241	50
"YHR199C"	0.62	446	6
"YHR199C-A"	0.73	249	50
"YHR200W"	0.84	264	50
"YHR201C"	0.81	244	50
"YHR203C"	0.64	355	-50
"YHR204W"	0.66	482	0
"YHR205W"	0.8	306	43
"YHR206W"	0.67	500	0
"YHR207C"	0.71	250	50
"YHR208W"	0.78	269	50
"YHR211W"	0.74	260	50
"YHR216W"	0.82	306	38
"YIL164C"	0.72	1	-41
"YIL162W"	0.61	500	0
"YIL160C"	0.83	316	20
"YIL159W"	0.78	317	44
"YIL158W"	0.82	307	43
"YIL157C"	0.69	500	0
"YIL156W"	0.71	1	-40
"YIL155C"	0.77	259	50
"YIL154C"	0.73	1	-50
"YIL153W"	0.64	239	50
"YIL150C"	0.76	257	50
"YIL149C"	0.62	450	0
"YIL148W"	0.62	459	0
"YIL147C"	0.69	1	-50
"YIL146C"	0.76	222	50
"YIL145C"	0.83	284	44
"YIL144W"	0.84	271	50
"YIL143C"	0.7	272	50
"YIL142W"	0.79	288	43
"YIL140W"	0.86	272	46
"YIL139C"	0.79	1	-50
"YIL138C"	0.67	1	-38
"YIL137C"	0.71	1	-42
"YIL136W"	0.64	424	16
"YIL135C"	0.83	270	50
"YIL134W"	0.84	1	-31
"YIL133C"	0.56	429	-21
"YIL132C"	0.69	412	-2
"YIL131C"	0.93	500	0
"YIL130W"	0.98	500	0
"YIL129C"	0.78	1	-50
"YIL128W"	0.64	1	-41
"YIL126W"	0.81	365	26
"YIL125W"	0.82	291	38
"YIL124W"	0.91	294	36
"YIL123W"	0.84	292	50
"YIL122W"	0.92	498	0
"YIL121W"	0.82	413	-3
"YIL120W"	0.77	164	-50
"YIL119C"	0.5	466	-4
"YIL118W"	0.7	429	0
"YIL117C"	0.6	409	-45
"YIL116W"	0.62	289	50
"YIL115C"	0.91	311	9
"YIL114C"	0.77	242	50
"YIL113W"	0.89	308	32
"YIL112W"	0.79	261	50
"YIL111W"	0.66	195	-6
"YIL110W"	0.91	246	50
"YIL109C"	0.81	1	-50
"YIL107C"	0.65	416	0
"YIL106W"	0.69	481	0
"YIL105C"	0.84	279	36
"YIL104C"	0.67	1	-45
"YIL103W"	0.7	235	50
"YIL101C"	0.71	71	-4
"YIL099W"	0.73	377	0
"YIL098C"	0.74	1	-44
"YIL097W"	0.67	227	50
"YIL095W"	0.86	296	46
"YIL094C"	0.84	298	43
"YIL093C"	0.76	1	-38
"YIL091C"	0.76	267	50
"YIL090W"	0.8	280	50
"YIL088C"	0.92	250	44
"YIL087C"	0.77	216	49
"YIL085C"	0.81	254	50
"YIL084C"	0.77	236	50
"YIL083C"	0.83	243	50
"YIL079C"	0.85	1	-39
"YIL078W"	0.76	280	50
"YIL076W"	0.72	268	50
"YIL075C"	0.84	294	47
"YIL074C"	0.89	359	16
"YIL073C"	0.63	293	44
"YIL072W"	0.61	500	0
"YIL071C"	0.77	226	50
"YIL070C"	0.81	265	41
"YIL069C"	0.6	363	-16
"YIL068C"	0.68	252	50
"YIL066C"	0.84	286	41
"YIL065C"	0.81	278	44
"YIL064W"	0.76	264	50
"YIL063C"	0.73	462	0
"YIL062C"	0.84	285	40
"YIL061C"	0.67	1	-42
"YIL057C"	0.67	420	0
"YIL056W"	0.65	464	0
"YIL053W"	0.84	224	-47
"YIL052C"	0.59	392	0
"YIL051C"	0.88	296	19
"YIL050W"	0.81	72	-50
"YIL049W"	0.69	449	0
"YIL048W"	0.83	272	50
"YIL047C"	0.73	389	41
"YIL046W"	0.73	500	0
"YIL045W"	0.56	500	0
"YIL044C"	0.71	260	50
"YIL043C"	0.83	213	50
"YIL042C"	0.73	264	50
"YIL041W"	0.71	258	50
"YIL040W"	0.56	1	-20
"YIL038C"	0.72	259	50
"YIL037C"	0.78	288	50
"YIL036W"	0.75	288	50
"YIL035C"	0.78	289	48
"YIL034C"	0.82	1	-34
"YIL033C"	0.85	306	36
"YIL031W"	0.82	273	48
"YIL030C"	0.88	486	0
"YIL027C"	0.82	263	50
"YIL026C"	0.65	1	-50
"YIL023C"	0.87	1	-25
"YIL022W"	0.83	261	50
"YIL021W"	0.78	301	42
"YIL020C"	0.77	260	50
"YIL019W"	0.71	254	50
"YIL018W"	0.57	492	0
"YIL017C"	0.77	1	-50
"YIL016W"	0.79	1	-30
"YIL015W"	0.85	287	50
"YIL014W"	0.8	435	0
"YIL013C"	0.63	467	0
"YIL011W"	0.47	452	-16
"YIL010W"	0.78	1	-50
"YIL009C-A"	0.78	387	20
"YIL009W"	0.72	432	0
"YIL008W"	0.72	247	50
"YIL007C"	0.7	1	9
"YIL006W"	0.72	1	-34
"YIL005W"	0.79	238	50
"YIL004C"	0.66	500	0
"YIL003W"	0.68	1	-40
"YIL002C"	0.83	262	50
"YIR001C"	0.7	233	50
"YIR002C"	0.66	1	-9
"YIR003W"	0.79	1	-50
"YIR004W"	0.8	272	50
"YIR005W"	0.79	1	-49
"YIR006C"	0.78	244	50
"YIR008C"	0.62	1	-27
"YIR009W"	0.61	1	-29
"YIR010W"	0.75	260	50
"YIR011C"	0.74	279	50
"YIR012W"	0.76	278	48
"YIR013C"	0.75	421	0
"YIR015W"	0.8	229	50
"YIR017C"	0.63	287	43
"YIR018W"	0.6	470	0
"YIR021W"	0.72	1	-50
"YIR022W"	0.78	1	-40
"YIR023W"	0.78	1	-50
"YIR024C"	0.64	1	-31
"YIR025W"	0.61	205	50
"YIR026C"	0.65	251	50
"YIR027C"	0.84	286	42
"YIR028W"	0.82	286	46
"YIR029W"	0.6	440	0
"YIR030C"	0.64	1	-20
"YIR031C"	0.77	294	34
"YIR032C"	0.77	497	0
"YIR033W"	0.83	461	0
"YIR034C"	0.79	256	50
"YIR037W"	0.8	256	50
"YIR038C"	0.7	248	50
"YIR039C"	0.82	246	50
"YIR041W"	0.88	274	48
"YJL217W"	0.76	363	37
"YJL216C"	0.64	303	35
"YJL214W"	0.53	447	0
"YJL213W"	0.85	308	34
"YJL212C"	0.88	304	41
"YJL210W"	0.77	293	50
"YJL209W"	0.8	263	50
"YJL208C"	0.72	271	50
"YJL207C"	0.84	295	42
"YJL205C"	0.57	491	0
"YJL204C"	0.67	230	50
"YJL203W"	0.66	1	-39
"YJL201W"	0.78	258	50
"YJL200C"	0.79	469	0
"YJL198W"	0.86	296	38
"YJL197W"	0.75	258	50
"YJL196C"	0.57	487	0
"YJL194W"	0.64	271	49
"YJL192C"	0.97	456	0
"YJL191W"	0.94	431	0
"YJL190C"	0.58	399	0
"YJL189W"	0.63	396	-1
"YJL187C"	0.86	323	27
"YJL186W"	0.78	279	50
"YJL184W"	0.8	1	-18
"YJL183W"	0.73	247	50
"YJL180C"	0.58	500	0
"YJL179W"	0.58	1	-39
"YJL178C"	0.65	462	0
"YJL177W"	0.72	65	23
"YJL176C"	0.77	1	-50
"YJL174W"	0.69	1	-42
"YJL173C"	0.74	1	-50
"YJL172W"	0.78	246	50
"YJL171C"	0.8	312	43
"YJL170C"	0.81	1	-39
"YJL168C"	0.83	1	-27
"YJL167W"	0.73	245	50
"YJL166W"	0.82	358	14
"YJL165C"	0.85	1	-41
"YJL164C"	0.75	306	50
"YJL162C"	0.46	1	-11
"YJL159W"	0.83	414	0
"YJL158C"	0.9	486	0
"YJL157C"	0.81	343	28
"YJL156C"	0.8	271	50
"YJL155C"	0.77	260	50
"YJL154C"	0.83	301	46
"YJL153C"	0.57	372	22
"YJL151C"	0.92	355	0
"YJL149W"	0.8	265	50
"YJL148W"	0.86	327	28
"YJL146W"	0.62	500	0
"YJL145W"	0.7	1	-50
"YJL143W"	0.7	274	50
"YJL141C"	0.73	364	0
"YJL140W"	0.77	500	0
"YJL139C"	0.83	1	-30
"YJL138C"	0.82	341	26
"YJL137C"	0.71	82	-33
"YJL136C"	0.72	500	0
"YJL134W"	0.83	274	47
"YJL133W"	0.84	439	0
"YJL131C"	0.72	264	50
"YJL130C"	0.54	427	-33
"YJL129C"	0.8	301	36
"YJL128C"	0.76	248	50
"YJL127C"	0.84	244	50
"YJL126W"	0.76	1	-38
"YJL125C"	0.75	239	50
"YJL124C"	0.84	267	50
"YJL123C"	0.81	308	42
"YJL122W"	0.83	310	40
"YJL121C"	0.56	455	0
"YJL118W"	0.67	257	50
"YJL117W"	0.8	251	50
"YJL116C"	0.77	475	0
"YJL115W"	0.83	255	50
"YJL112W"	0.8	500	0
"YJL111W"	0.81	316	38
"YJL110C"	0.78	334	25
"YJL109C"	0.79	271	50
"YJL106W"	0.76	286	50
"YJL104W"	0.84	280	49
"YJL102W"	0.83	276	50
"YJL101C"	0.89	357	0
"YJL100W"	0.72	260	50
"YJL099W"	0.84	254	50
"YJL098W"	0.89	318	28
"YJL097W"	0.69	243	50
"YJL096W"	0.79	250	50
"YJL095W"	0.73	253	50
"YJL094C"	0.91	270	42
"YJL093C"	0.83	243	50
"YJL092W"	0.76	264	50
"YJL091C"	0.73	253	50
"YJL090C"	0.75	258	50
"YJL089W"	0.66	1	-50
"YJL088W"	0.48	402	0
"YJL087C"	0.8	247	50
"YJL085W"	0.84	254	50
"YJL084C"	0.71	249	50
"YJL083W"	0.79	290	47
"YJL082W"	0.73	318	50
"YJL081C"	0.93	242	38
"YJL080C"	0.68	300	41
"YJL079C"	0.82	289	33
"YJL076W"	0.88	382	7
"YJL074C"	0.82	268	50
"YJL073W"	0.74	1	-50
"YJL072C"	0.67	1	-46
"YJL071W"	0.73	233	50
"YJL069C"	0.79	266	50
"YJL068C"	0.82	215	50
"YJL066C"	0.86	1	-18
"YJL065C"	0.77	246	50
"YJL063C"	0.86	288	45
"YJL062W-A"	0.8	275	50
"YJL062W"	0.73	481	0
"YJL061W"	0.84	276	50
"YJL060W"	0.82	280	50
"YJL059W"	0.83	258	50
"YJL058C"	0.59	500	0
"YJL057C"	0.6	489	0
"YJL056C"	0.8	1	-50
"YJL054W"	0.69	500	0
"YJL053W"	0.78	269	49
"YJL052W"	0.75	344	16
"YJL051W"	0.81	288	44
"YJL050W"	0.78	274	50
"YJL048C"	0.8	314	19
"YJL047C"	0.75	244	50
"YJL046W"	0.9	262	39
"YJL045W"	0.71	262	50
"YJL044C"	0.83	278	46
"YJL042W"	0.91	311	9
"YJL041W"	0.79	280	50
"YJL039C"	0.69	263	50
"YJL038C"	0.81	1	-48
"YJL037W"	0.52	437	11
"YJL036W"	0.83	1	-50
"YJL035C"	0.81	336	36
"YJL034W"	0.77	329	42
"YJL033W"	0.8	297	45
"YJL031C"	0.6	1	-40
"YJL030W"	0.71	1	-38
"YJL029C"	0.77	422	0
"YJL028W"	0.74	400	7
"YJL026W"	0.46	192	50
"YJL025W"	0.81	290	49
"YJL024C"	0.79	366	28
"YJL023C"	0.62	1	-41
"YJL020C"	0.93	440	0
"YJL019W"	0.95	446	0
"YJL014W"	0.8	282	50
"YJL013C"	0.81	271	50
"YJL012C"	0.81	275	50
"YJL011C"	0.9	453	0
"YJL010C"	0.79	251	50
"YJL008C"	0.85	296	42
"YJL006C"	0.59	245	50
"YJL005W"	0.88	278	37
"YJL004C"	0.65	258	50
"YJL003W"	0.56	1	-14
"YJL002C"	0.76	1	-50
"YJL001W"	0.78	247	50
"YJR001W"	0.77	1	-50
"YJR002W"	0.79	309	33
"YJR004C"	0.8	273	50
"YJR005W"	0.86	277	45
"YJR006W"	0.79	286	44
"YJR007W"	0.85	303	36
"YJR009C"	0.67	1	-13
"YJR010W"	0.71	373	50
"YJR010C-A"	0.68	227	50
"YJR013W"	0.49	462	3
"YJR014W"	0.75	270	48
"YJR016C"	0.8	320	33
"YJR017C"	0.75	1	-50
"YJR019C"	0.79	1	-46
"YJR021C"	0.57	1	-36
"YJR022W"	0.69	1	-48
"YJR024C"	0.54	1	-15
"YJR025C"	0.82	1	-50
"YJR031C"	0.75	1	-50
"YJR032W"	0.69	1	-50
"YJR033C"	0.72	238	50
"YJR034W"	0.86	236	50
"YJR035W"	0.68	191	50
"YJR036C"	0.81	234	50
"YJR040W"	0.82	241	50
"YJR041C"	0.72	250	50
"YJR042W"	0.76	250	50
"YJR043C"	0.58	251	50
"YJR044C"	0.85	260	50
"YJR045C"	0.86	346	23
"YJR046W"	0.82	347	30
"YJR047C"	0.43	263	50
"YJR048W"	0.8	312	7
"YJR049C"	0.85	255	50
"YJR050W"	0.82	1	-50
"YJR051W"	0.74	238	50
"YJR052W"	0.84	460	0
"YJR053W"	0.82	265	50
"YJR055W"	0.97	488	0
"YJR057W"	0.71	1	-50
"YJR058C"	0.54	1	-19
"YJR059W"	0.88	326	28
"YJR060W"	0.86	314	35
"YJR062C"	0.92	446	0
"YJR063W"	0.92	458	0
"YJR064W"	0.67	270	50
"YJR065C"	0.79	314	49
"YJR066W"	0.82	302	40
"YJR067C"	0.64	242	50
"YJR068W"	0.78	1	-49
"YJR069C"	0.54	1	-29
"YJR070C"	0.75	263	50
"YJR072C"	0.73	236	50
"YJR073C"	0.59	1	-7
"YJR075W"	0.76	244	50
"YJR076C"	0.8	273	50
"YJR077C"	0.68	266	50
"YJR078W"	0.74	263	50
"YJR080C"	0.76	225	50
"YJR082C"	0.65	1	-42
"YJR083C"	0.7	1	-27
"YJR084W"	0.79	228	50
"YJR086W"	0.72	451	0
"YJR088C"	0.72	246	50
"YJR089W"	0.65	254	50
"YJR090C"	0.8	269	50
"YJR091C"	0.91	368	-9
"YJR092W"	0.91	365	10
"YJR093C"	0.75	273	50
"YJR095W"	0.93	423	0
"YJR096W"	0.87	222	47
"YJR097W"	0.79	288	45
"YJR099W"	0.81	270	50
"YJR100C"	0.64	241	50
"YJR101W"	0.77	481	0
"YJR102C"	0.57	1	-26
"YJR103W"	0.86	248	50
"YJR104C"	0.76	329	2
"YJR105W"	0.57	500	0
"YJR106W"	0.74	248	50
"YJR108W"	0.88	267	50
"YJR109C"	0.43	210	50
"YJR110W"	0.95	448	0
"YJR112W"	0.84	274	50
"YJR113C"	0.6	363	23
"YJR117W"	0.89	305	36
"YJR118C"	0.76	261	50
"YJR119C"	0.96	414	0
"YJR120W"	0.94	404	0
"YJR121W"	0.89	441	0
"YJR122W"	0.76	239	50
"YJR123W"	0.63	435	0
"YJR125C"	0.7	251	50
"YJR126C"	0.84	264	50
"YJR130C"	0.84	1	-47
"YJR131W"	0.84	1	-43
"YJR132W"	0.84	247	50
"YJR133W"	0.77	1	-50
"YJR134C"	0.53	1	-22
"YJR135C"	0.73	1	-37
"YJR135W-A"	0.58	1	-26
"YJR136C"	0.8	1	-50
"YJR137C"	0.74	1	-50
"YJR138W"	0.75	259	50
"YJR139C"	0.77	279	50
"YJR140C"	0.6	1	-23
"YJR143C"	0.8	267	50
"YJR144W"	0.78	267	50
"YJR145C"	0.65	456	0
"YJR147W"	0.49	244	50
"YJR148W"	0.7	434	0
"YJR150C"	0.8	270	50
"YJR151C"	0.86	344	20
"YJR152W"	0.8	263	50
"YJR155W"	0.81	254	50
"YJR161C"	0.6	236	23
"YKL224C"	0.76	1	-50
"YKL222C"	0.73	242	50
"YKL221W"	0.89	245	49
"YKL220C"	0.87	222	43
"YKL219W"	0.74	1	-23
"YKL218C"	0.68	478	0
"YKL217W"	0.84	447	0
"YKL216W"	0.85	347	13
"YKL215C"	0.61	500	0
"YKL214C"	0.67	1	-44
"YKL213C"	0.84	273	50
"YKL212W"	0.89	279	42
