""	"r"	"width"	"shift"
"YJR151C"	0.89	345	1
"YJR152W"	0.84	273	33
"YJR155W"	0.84	259	37
"YJR161C"	0.59	239	0
"YKL224C"	0.85	273	49
"YKL222C"	0.9	252	46
"YKL221W"	0.91	248	25
"YKL220C"	0.84	240	28
"YKL219W"	0.7	1	-50
"YKL218C"	0.54	245	43
"YKL217W"	0.69	371	-29
"YKL216W"	0.88	348	-5
"YKL215C"	0.76	218	50
"YKL214C"	0.85	248	50
"YKL213C"	0.95	294	39
"YKL212W"	0.95	293	23
"YKL211C"	0.86	245	50
"YKL210W"	0.88	296	31
"YKL209C"	0.94	292	17
"YKL208W"	0.9	183	31
"YKL207W"	0.74	253	43
"YKL206C"	0.8	290	34
"YKL205W"	0.8	290	33
"YKL204W"	0.84	284	35
"YKL203C"	0.84	264	42
"YKL198C"	0.75	1	-31
"YKL197C"	0.79	397	-6
"YKL196C"	0.78	288	43
"YKL195W"	0.79	285	18
"YKL194C"	0.92	244	47
"YKL193C"	0.75	225	47
"YKL192C"	0.77	257	32
"YKL191W"	0.84	262	50
"YKL190W"	0.9	307	22
"YKL189W"	0.83	249	50
"YKL188C"	0.78	232	43
"YKL186C"	0.89	275	50
"YKL185W"	0.42	1	-17
"YKL184W"	0.91	358	-23
"YKL183W"	0.85	319	17
"YKL182W"	0.81	322	36
"YKL181W"	0.96	288	9
"YKL180W"	0.68	272	31
"YKL179C"	0.86	288	44
"YKL176C"	0.7	231	50
"YKL175W"	0.86	260	46
"YKL174C"	0.86	281	48
"YKL173W"	0.85	280	48
"YKL172W"	0.92	300	16
"YKL171W"	0.89	381	-15
"YKL170W"	0.9	278	34
"YKL168C"	0.76	241	47
"YKL167C"	0.88	285	49
"YKL166C"	0.71	282	38
"YKL165C"	0.79	330	26
"YKL164C"	0.94	343	10
"YKL163W"	0.86	254	50
"YKL161C"	0.92	267	47
"YKL160W"	0.85	347	5
"YKL159C"	0.72	205	50
"YKL157W"	0.61	194	50
"YKL156W"	0.95	369	-19
"YKL155C"	0.83	249	39
"YKL154W"	0.83	250	41
"YKL152C"	0.56	194	44
"YKL150W"	0.9	277	50
"YKL149C"	0.91	302	30
"YKL148C"	0.79	304	40
"YKL146W"	0.73	237	50
"YKL145W"	0.86	279	30
"YKL144C"	0.84	273	36
"YKL143W"	0.84	273	37
"YKL142W"	0.94	333	-7
"YKL141W"	0.89	270	44
"YKL140W"	0.88	217	25
"YKL139W"	0.85	275	32
"YKL138C-A"	0.77	234	50
"YKL138C"	0.85	235	41
"YKL137W"	0.8	231	50
"YKL135C"	0.87	279	43
"YKL134C"	0.85	275	41
"YKL132C"	0.83	256	50
"YKL130C"	0.89	299	27
"YKL129C"	0.9	280	23
"YKL128C"	0.84	299	41
"YKL127W"	0.82	288	38
"YKL126W"	0.9	299	35
"YKL125W"	0.86	303	3
"YKL124W"	0.9	297	22
"YKL122C"	0.89	277	29
"YKL120W"	0.65	435	-24
"YKL119C"	0.77	225	37
"YKL117W"	0.87	275	41
"YKL116C"	0.88	239	35
"YKL114C"	0.81	236	50
"YKL113C"	0.87	272	50
"YKL112W"	0.89	399	-13
"YKL110C"	0.88	269	50
"YKL108W"	0.9	271	44
"YKL106W"	0.72	196	50
"YKL104C"	0.81	384	-39
"YKL103C"	0.7	439	-43
"YKL101W"	0.81	308	25
"YKL099C"	0.88	283	39
"YKL098W"	0.88	282	32
"YKL096W"	0.67	384	-22
"YKL095W"	0.82	282	35
"YKL094W"	0.85	312	23
"YKL093W"	0.89	345	-14
"YKL092C"	0.84	237	50
"YKL091C"	0.74	228	50
"YKL090W"	0.82	229	50
"YKL089W"	0.81	249	50
"YKL088W"	0.78	252	24
"YKL087C"	0.94	326	30
"YKL086W"	0.95	325	7
"YKL085W"	0.74	287	37
"YKL084W"	0.86	297	19
"YKL082C"	0.79	245	50
"YKL081W"	0.88	305	36
"YKL080W"	0.9	359	4
"YKL079W"	0.9	271	31
"YKL078W"	0.78	267	45
"YKL074C"	0.86	278	39
"YKL073W"	0.86	278	45
"YKL072W"	0.92	307	34
"YKL069W"	0.91	303	23
"YKL068W"	0.83	311	8
"YKL067W"	0.86	272	3
"YKL065C"	0.83	1	-50
"YKL064W"	0.8	267	49
"YKL062W"	0.6	457	-38
"YKL060C"	0.48	143	50
"YKL059C"	0.84	241	50
"YKL058W"	0.88	259	47
"YKL057C"	0.81	317	7
"YKL056C"	0.82	399	-26
"YKL055C"	0.83	235	50
"YKL054C"	0.82	348	7
"YKL053C-A"	0.87	261	49
"YKL052C"	0.83	386	-15
"YKL051W"	0.82	244	25
"YKL050C"	0.7	204	23
"YKL049C"	0.86	286	26
"YKL048C"	0.83	277	41
"YKL046C"	0.8	259	33
"YKL045W"	0.74	241	50
"YKL043W"	0.57	346	7
"YKL042W"	0.92	274	5
"YKL041W"	0.87	258	40
"YKL040C"	0.78	255	47
"YKL039W"	0.78	268	50
"YKL038W"	0.89	266	38
"YKL035W"	0.95	324	-5
"YKL034W"	0.82	278	28
"YKL033W"	0.83	241	50
"YKL032C"	0.44	432	-13
"YKL029C"	0.5	179	50
"YKL028W"	0.83	250	31
"YKL027W"	0.79	310	0
"YKL026C"	0.81	227	35
"YKL025C"	0.87	281	28
"YKL024C"	0.91	392	-15
"YKL022C"	0.84	255	34
"YKL021C"	0.9	272	32
"YKL020C"	0.92	287	32
"YKL019W"	0.82	189	50
"YKL018W"	0.88	244	38
"YKL017C"	0.72	389	-3
"YKL016C"	0.63	485	-5
"YKL015W"	0.68	430	-34
"YKL014C"	0.74	242	50
"YKL013C"	0.89	288	40
"YKL012W"	0.9	285	18
"YKL011C"	0.41	386	-11
"YKL010C"	0.94	311	14
"YKL009W"	0.95	313	30
"YKL008C"	0.43	361	7
"YKL007W"	0.69	437	-33
"YKL006C-A"	0.85	248	43
"YKL006W"	0.68	432	-38
"YKL005C"	0.89	313	21
"YKL004W"	0.89	313	12
"YKL003C"	0.88	265	36
"YKL002W"	0.88	266	37
"YKL001C"	0.87	354	-12
"YKR001C"	0.81	301	32
"YKR002W"	0.8	298	23
"YKR003W"	0.88	314	17
"YKR004C"	0.94	286	34
"YKR006C"	0.89	265	46
"YKR007W"	0.91	261	22
"YKR008W"	0.84	297	32
"YKR009C"	0.89	290	22
"YKR010C"	0.94	308	22
"YKR013W"	0.89	333	-3
"YKR014C"	0.86	272	30
"YKR016W"	0.92	322	25
"YKR019C"	0.89	238	50
"YKR020W"	0.87	235	45
"YKR021W"	0.88	243	37
"YKR022C"	0.85	268	40
"YKR024C"	0.87	405	-17
"YKR025W"	0.85	401	-23
"YKR026C"	0.88	282	22
"YKR027W"	0.86	330	-7
"YKR028W"	0.86	299	19
"YKR029C"	0.79	251	50
"YKR030W"	0.82	227	50
"YKR031C"	0.82	263	26
"YKR034W"	0.82	268	48
"YKR035W-A"	0.85	273	33
"YKR036C"	0.78	233	50
"YKR037C"	0.87	246	41
"YKR038C"	0.81	248	49
"YKR039W"	0.89	369	5
"YKR042W"	0.71	428	-37
"YKR043C"	0.87	279	47
"YKR044W"	0.86	277	45
"YKR046C"	0.94	273	9
"YKR048C"	0.89	274	32
"YKR049C"	0.87	191	28
"YKR050W"	0.85	241	45
"YKR052C"	0.6	1	-34
"YKR053C"	0.82	269	50
"YKR054C"	0.89	286	48
"YKR055W"	0.89	287	41
"YKR056W"	0.87	288	41
"YKR057W"	0.9	380	2
"YKR058W"	0.92	343	20
"YKR059W"	0.94	302	-20
"YKR060W"	0.86	245	41
"YKR061W"	0.89	262	33
"YKR062W"	0.89	321	5
"YKR063C"	0.86	274	36
"YKR064W"	0.86	273	35
"YKR065C"	0.87	286	41
"YKR066C"	0.88	266	38
"YKR067W"	0.74	439	-14
"YKR068C"	0.84	251	43
"YKR069W"	0.89	343	-35
"YKR071C"	0.89	309	27
"YKR072C"	0.9	413	-13
"YKR074W"	0.79	403	-16
"YKR076W"	0.79	270	45
"YKR077W"	0.89	276	40
"YKR078W"	0.88	229	50
"YKR079C"	0.75	243	50
"YKR080W"	0.72	428	-13
"YKR081C"	0.89	300	26
"YKR082W"	0.89	300	23
"YKR083C"	0.85	247	49
"YKR084C"	0.85	248	50
"YKR085C"	0.84	244	41
"YKR086W"	0.82	245	50
"YKR087C"	0.87	213	46
"YKR088C"	0.86	263	50
"YKR089C"	0.71	444	-22
"YKR090W"	0.7	441	-44
"YKR091W"	0.94	298	14
"YKR092C"	0.86	348	-1
"YKR093W"	0.7	371	-5
"YKR094C"	0.84	418	0
"YKR095W"	0.89	259	40
"YKR095W-A"	0.83	291	8
"YKR096W"	0.76	264	31
"YKR097W"	0.76	402	-42
"YKR098C"	0.91	373	-7
"YKR099W"	0.9	372	-10
"YKR100C"	0.84	290	32
"YKR101W"	0.84	289	24
"YKR103W"	0.75	233	45
"YLL064C"	0.75	332	39
"YLL063C"	0.76	255	50
"YLL062C"	0.85	284	42
"YLL061W"	0.86	282	38
"YLL060C"	0.67	410	0
"YLL057C"	0.65	348	-4
"YLL055W"	0.71	421	0
"YLL052C"	0.63	321	34
"YLL051C"	0.82	264	42
"YLL050C"	0.87	317	23
"YLL049W"	0.87	315	13
"YLL048C"	0.89	273	32
"YLL046C"	0.8	261	50
"YLL045C"	0.91	413	-5
"YLL043W"	0.9	347	4
"YLL042C"	0.74	233	50
"YLL041C"	0.87	310	21
"YLL040C"	0.81	309	13
"YLL039C"	0.8	278	36
"YLL038C"	0.91	273	38
"YLL036C"	0.85	262	43
"YLL035W"	0.86	260	28
"YLL034C"	0.83	294	26
"YLL033W"	0.83	295	34
"YLL032C"	0.87	294	41
"YLL031C"	0.92	296	17
"YLL029W"	0.89	340	-26
"YLL028W"	0.62	337	15
"YLL027W"	0.98	353	0
"YLL026W"	0.67	242	11
"YLL024C"	0.77	379	13
"YLL023C"	0.86	267	38
"YLL022C"	0.71	399	3
"YLL021W"	0.82	297	38
"YLL019C"	0.61	361	2
"YLL018C-A"	0.89	285	4
"YLL018C"	0.89	278	36
"YLL015W"	0.79	273	20
"YLL014W"	0.89	276	42
"YLL013C"	0.66	397	-50
"YLL012W"	0.54	480	-21
"YLL011W"	0.88	312	13
"YLL010C"	0.82	337	5
"YLL009C"	0.69	320	19
"YLL008W"	0.7	320	32
"YLL006W"	0.85	257	48
"YLL005C"	0.82	256	36
"YLL004W"	0.82	258	49
"YLL003W"	0.85	259	50
"YLL002W"	0.8	226	47
"YLL001W"	0.89	291	32
"YLR002C"	0.83	291	32
"YLR004C"	0.48	222	50
"YLR005W"	0.88	232	49
"YLR006C"	0.9	395	-17
"YLR007W"	0.88	391	-21
"YLR008C"	0.84	301	26
"YLR009W"	0.84	300	24
"YLR010C"	0.9	384	-20
"YLR011W"	0.64	476	-44
"YLR013W"	0.63	364	-8
"YLR014C"	0.84	243	44
"YLR015W"	0.76	248	50
"YLR016C"	0.86	272	42
"YLR017W"	0.86	269	36
"YLR018C"	0.81	433	-17
"YLR019W"	0.74	438	-28
"YLR020C"	0.82	252	50
"YLR021W"	0.83	249	36
"YLR022C"	0.83	228	50
"YLR023C"	0.71	414	-28
"YLR024C"	0.87	245	50
"YLR025W"	0.9	265	45
"YLR026C"	0.86	318	17
"YLR027C"	0.79	311	16
"YLR028C"	0.89	313	24
"YLR029C"	0.87	397	-17
"YLR032W"	0.77	287	36
"YLR033W"	0.82	283	44
"YLR034C"	0.9	310	28
"YLR035C"	0.68	458	-43
"YLR038C"	0.9	281	12
"YLR039C"	0.84	247	50
"YLR043C"	0.86	287	34
"YLR044C"	0.52	279	34
"YLR045C"	0.93	305	23
"YLR047C"	0.7	432	-26
"YLR048W"	0.66	456	-45
"YLR051C"	0.81	269	40
"YLR052W"	0.81	267	32
"YLR054C"	0.86	295	10
"YLR055C"	0.64	416	-36
"YLR056W"	0.65	449	-24
"YLR058C"	0.79	382	-27
"YLR059C"	0.75	231	50
"YLR060W"	0.85	268	40
"YLR061W"	0.94	380	-8
"YLR064W"	0.89	269	26
"YLR066W"	0.87	266	36
"YLR067C"	0.85	265	31
"YLR068W"	0.86	267	44
"YLR069C"	0.85	270	41
"YLR070C"	0.47	209	49
"YLR071C"	0.88	288	28
"YLR073C"	0.81	288	33
"YLR074C"	0.7	440	-44
"YLR075W"	0.87	485	0
"YLR077W"	0.81	203	23
"YLR078C"	0.88	251	35
"YLR079W"	0.86	252	49
"YLR080W"	0.69	196	50
"YLR081W"	0.82	359	-18
"YLR082C"	0.9	269	39
"YLR083C"	0.91	298	42
"YLR084C"	0.92	334	-7
"YLR085C"	0.85	276	45
"YLR086W"	0.85	274	30
"YLR087C"	0.86	244	41
"YLR088W"	0.85	245	50
"YLR090W"	0.73	241	50
"YLR091W"	0.88	245	11
"YLR092W"	0.89	304	38
"YLR093C"	0.71	322	13
"YLR094C"	0.64	447	-42
"YLR095C"	0.87	321	25
"YLR096W"	0.87	318	4
"YLR097C"	0.84	271	29
"YLR098C"	0.58	341	-33
"YLR100W"	0.92	283	24
"YLR102C"	0.86	257	50
"YLR103C"	0.81	248	48
"YLR105C"	0.8	538	0
"YLR106C"	0.87	301	28
"YLR107W"	0.87	303	37
"YLR109W"	0.61	1	-39
"YLR110C"	0.7	277	-1
"YLR113W"	0.92	317	32
"YLR114C"	0.92	305	27
"YLR115W"	0.86	264	33
"YLR116W"	0.9	315	13
"YLR117C"	0.68	272	46
"YLR118C"	0.72	218	50
"YLR119W"	0.83	224	47
"YLR120C"	0.8	294	50
"YLR121C"	0.83	282	35
"YLR127C"	0.72	396	-12
"YLR128W"	0.54	409	16
"YLR129W"	0.88	306	22
"YLR130C"	0.94	331	10
"YLR131C"	0.89	305	46
"YLR133W"	0.88	275	49
"YLR134W"	0.91	385	-20
"YLR135W"	0.8	232	50
"YLR136C"	0.86	243	46
"YLR138W"	0.89	291	41
"YLR139C"	0.88	279	50
"YLR141W"	0.88	276	29
"YLR142W"	0.85	326	6
"YLR144C"	0.73	233	50
"YLR145W"	0.84	239	40
"YLR146C"	0.71	212	50
"YLR147C"	0.72	222	50
"YLR148W"	0.81	216	48
"YLR150W"	0.44	1	11
"YLR151C"	0.64	248	50
"YLR153C"	0.81	419	-12
"YLR154C"	0.59	197	50
"YLR163C"	0.81	278	31
"YLR164W"	0.81	280	43
"YLR165C"	0.88	245	42
"YLR166C"	0.69	334	6
"YLR167W"	0.92	364	-3
"YLR168C"	0.82	312	20
"YLR170C"	0.86	266	33
"YLR172C"	0.85	278	35
"YLR174W"	0.93	372	-14
"YLR175W"	0.9	355	-26
"YLR176C"	0.86	247	38
"YLR178C"	0.62	441	-44
"YLR179C"	0.85	386	-31
"YLR180W"	0.73	384	-50
"YLR181C"	0.85	260	46
"YLR182W"	0.85	258	41
"YLR183C"	0.71	428	-38
"YLR185W"	0.69	444	-42
"YLR186W"	0.89	296	19
"YLR188W"	0.88	252	48
"YLR189C"	0.84	402	-24
"YLR190W"	0.98	445	0
"YLR191W"	0.81	273	30
"YLR192C"	0.84	272	32
"YLR193C"	0.81	284	18
"YLR195C"	0.74	410	-27
"YLR196W"	0.79	275	50
"YLR197W"	0.93	358	-8
"YLR199C"	0.9	252	34
"YLR200W"	0.91	250	26
"YLR201C"	0.91	252	48
"YLR203C"	0.78	290	30
"YLR204W"	0.78	289	19
"YLR205C"	0.71	433	-17
"YLR206W"	0.83	261	50
"YLR207W"	0.86	273	50
"YLR208W"	0.85	287	23
"YLR209C"	0.89	275	46
"YLR210W"	0.89	274	38
"YLR212C"	0.83	306	20
"YLR213C"	0.88	278	43
"YLR214W"	0.8	248	50
"YLR215C"	0.8	270	50
"YLR216C"	0.77	235	50
"YLR218C"	0.82	280	47
"YLR219W"	0.83	276	33
"YLR220W"	0.94	401	0
"YLR221C"	0.78	291	33
"YLR222C"	0.86	280	28
"YLR223C"	0.89	341	24
"YLR226W"	0.8	422	-13
"YLR227C"	0.84	364	-29
"YLR228C"	0.78	311	44
"YLR229C"	0.77	256	44
"YLR231C"	0.9	323	18
"YLR233C"	0.84	269	45
"YLR234W"	0.84	268	39
"YLR237W"	0.94	337	21
"YLR238W"	0.75	236	47
"YLR239C"	0.86	231	50
"YLR240W"	0.8	231	45
"YLR242C"	0.87	263	35
"YLR244C"	0.82	287	35
"YLR245C"	0.89	261	45
"YLR246W"	0.88	262	48
"YLR247C"	0.82	290	36
"YLR249W"	0.66	459	-26
"YLR250W"	0.83	324	12
"YLR251W"	0.86	273	31
"YLR254C"	0.89	328	13
"YLR256W"	0.68	422	-43
"YLR258W"	0.84	190	27
"YLR259C"	0.92	332	-9
"YLR260W"	0.79	265	40
"YLR262C"	0.78	296	45
"YLR262C-A"	0.78	239	50
"YLR263W"	0.61	427	-13
"YLR264W"	0.9	347	0
"YLR265C"	0.85	266	32
"YLR266C"	0.85	269	10
"YLR268W"	0.85	276	32
"YLR270W"	0.85	275	42
"YLR272C"	0.9	240	50
"YLR273C"	0.9	281	21
"YLR274W"	0.89	283	35
"YLR275W"	0.87	252	31
"YLR276C"	0.88	280	30
"YLR277C"	0.83	298	33
"YLR284C"	0.91	311	12
"YLR285W"	0.91	311	16
"YLR286C"	0.93	345	-2
"YLR287C-A"	0.94	364	-20
"YLR288C"	0.67	227	50
"YLR289W"	0.77	223	43
"YLR291C"	0.87	246	46
"YLR292C"	0.85	273	42
"YLR293C"	0.86	362	-39
"YLR295C"	0.95	312	25
"YLR298C"	0.83	252	50
"YLR299W"	0.71	273	12
"YLR300W"	0.55	461	-32
"YLR303W"	0.71	430	-47
"YLR304C"	0.58	428	-9
"YLR305C"	0.93	294	28
"YLR306W"	0.94	291	7
"YLR307W"	0.86	251	47
"YLR308W"	0.94	306	4
"YLR309C"	0.89	305	22
"YLR310C"	0.87	292	44
"YLR312W-A"	0.68	455	-36
"YLR313C"	0.89	258	25
"YLR314C"	0.79	375	-20
"YLR315W"	0.76	311	18
"YLR316C"	0.72	250	46
"YLR318W"	0.81	248	46
"YLR319C"	0.85	260	36
"YLR320W"	0.83	256	50
"YLR321C"	0.86	278	40
"YLR323C"	0.86	266	44
"YLR324W"	0.84	264	50
"YLR325C"	0.7	417	-43
"YLR327C"	0.67	1	-50
"YLR328W"	0.58	417	0
"YLR329W"	0.72	220	50
"YLR330W"	0.95	305	28
"YLR332W"	0.56	469	-24
"YLR333C"	0.86	412	-18
"YLR335W"	0.74	405	-24
"YLR336C"	0.87	275	38
"YLR337C"	0.89	272	49
"YLR340W"	0.77	309	15
"YLR341W"	0.81	242	50
"YLR342W"	0.62	445	-41
"YLR343W"	0.79	289	28
"YLR344W"	0.65	421	-23
"YLR347C"	0.86	368	-27
"YLR348C"	0.7	287	31
"YLR350W"	0.71	435	37
"YLR351C"	0.6	413	-9
"YLR353W"	0.87	316	6
"YLR354C"	0.67	403	7
"YLR355C"	0.66	401	-6
"YLR356W"	0.87	279	46
"YLR357W"	0.88	277	29
"YLR359W"	0.9	269	22
"YLR360W"	0.88	269	50
"YLR361C"	0.66	416	-8
"YLR362W"	0.58	205	50
"YLR363C"	0.89	287	30
"YLR364W"	0.77	236	50
"YLR367W"	0.84	317	4
"YLR368W"	0.8	244	50
"YLR369W"	0.75	252	50
"YLR370C"	0.87	284	30
"YLR371W"	0.87	283	25
"YLR372W"	0.93	378	11
"YLR373C"	0.88	345	4
"YLR375W"	0.88	346	11
"YLR376C"	0.87	264	50
"YLR377C"	0.63	486	-33
"YLR378C"	0.92	300	29
"YLR380W"	0.63	237	0
"YLR381W"	0.79	243	50
"YLR382C"	0.83	200	50
"YLR383W"	0.83	249	50
"YLR384C"	0.88	263	42
"YLR385C"	0.83	247	45
"YLR386W"	0.83	246	45
"YLR387C"	0.82	383	-8
"YLR388W"	0.66	413	-32
"YLR389C"	0.78	280	30
"YLR390W"	0.82	264	46
"YLR390W-A"	0.93	374	-18
"YLR392C"	0.7	416	-18
"YLR393W"	0.88	238	50
"YLR395C"	0.91	328	12
"YLR396C"	0.87	268	50
"YLR397C"	0.88	268	41
"YLR398C"	0.86	264	33
"YLR399C"	0.62	454	-17
"YLR401C"	0.63	463	-21
"YLR403W"	0.69	284	4
"YLR404W"	0.75	401	-21
"YLR405W"	0.88	264	40
"YLR406C"	0.47	432	-50
"YLR409C"	0.9	296	18
"YLR410W"	0.9	298	27
"YLR411W"	0.59	431	-38
"YLR412W"	0.86	266	50
"YLR417W"	0.71	243	39
"YLR418C"	0.87	271	45
"YLR420W"	0.9	265	44
"YLR421C"	0.88	274	40
"YLR423C"	0.85	253	50
"YLR424W"	0.86	251	43
"YLR425W"	0.84	239	43
"YLR427W"	0.77	242	50
"YLR429W"	0.89	286	38
"YLR430W"	0.89	285	23
"YLR431C"	0.87	261	46
"YLR432W"	0.84	272	9
"YLR433C"	0.83	266	50
"YLR435W"	0.86	270	35
"YLR436C"	0.71	350	47
"YLR437C"	0.72	316	0
"YLR438W"	0.64	451	-33
"YLR438C-A"	0.91	289	18
"YLR439W"	0.91	292	37
"YLR440C"	0.88	215	45
"YLR441C"	0.88	409	-16
"YLR442C"	0.88	260	19
"YLR443W"	0.87	263	37
"YLR447C"	0.9	367	0
"YLR448W"	0.7	415	-50
"YLR449W"	0.83	281	30
"YLR450W"	0.89	265	36
"YLR451W"	0.86	286	42
"YLR452C"	0.91	272	41
"YLR453C"	0.88	272	43
"YLR457C"	0.65	359	-8
"YLR459W"	0.82	268	47
"YLR461W"	0.79	310	17
"YML130C"	0.89	290	50
"YML129C"	0.93	295	17
"YML128C"	0.9	312	-9
"YML127W"	0.9	313	14
"YML126C"	0.73	378	-14
"YML125C"	0.91	276	31
"YML124C"	0.92	301	27
"YML123C"	0.81	306	0
"YML121W"	0.66	476	-31
"YML120C"	0.82	265	41
"YML118W"	0.93	265	35
"YML117W"	0.86	311	24
"YML116W"	0.82	320	27
"YML115C"	0.9	279	24
"YML114C"	0.87	236	49
"YML113W"	0.85	261	50
"YML112W"	0.88	239	37
"YML111W"	0.93	339	1
"YML110C"	0.75	276	40
"YML109W"	0.73	248	40
"YML107C"	0.87	294	38
"YML106W"	0.86	292	25
"YML105C"	0.84	260	50
"YML104C"	0.84	253	47
"YML103C"	0.89	286	29
"YML102W"	0.81	351	6
"YML100W"	0.84	376	-17
"YML099C"	0.9	326	34
"YML098W"	0.93	330	1
"YML097C"	0.86	259	46
"YML095C"	0.75	224	50
"YML094W"	0.81	224	50
"YML093W"	0.9	301	21
"YML092C"	0.84	279	38
"YML091C"	0.85	397	-24
"YML088W"	0.69	433	-33
"YML087C"	0.88	290	34
"YML086C"	0.87	259	41
"YML085C"	0.89	303	35
"YML081C-A"	0.86	260	50
"YML080W"	0.83	252	34
"YML078W"	0.85	244	50
"YML077W"	0.7	404	-24
"YML076C"	0.94	298	20
"YML075C"	0.56	460	-50
"YML074C"	0.87	279	41
"YML073C"	0.63	455	-15
"YML072C"	0.9	295	29
"YML071C"	0.49	220	-5
"YML070W"	0.86	236	29
"YML069W"	0.84	274	40
"YML068W"	0.87	278	50
"YML067C"	0.84	267	41
"YML066C"	0.84	250	50
"YML065W"	0.83	247	40
"YML064C"	0.66	399	0
"YML063W"	0.63	448	-49
"YML062C"	0.87	250	38
"YML061C"	0.85	241	49
"YML060W"	0.85	242	50
"YML059C"	0.92	370	-14
"YML058W-A"	0.87	358	-31
"YML058W"	0.69	277	25
"YML057W"	0.94	291	8
"YML055W"	0.83	226	50
"YML054C"	0.8	289	50
"YML052W"	0.76	289	13
"YML051W"	0.8	269	35
"YML050W"	0.55	211	50
"YML049C"	0.89	301	24
"YML048W"	0.9	299	9
"YML047C"	0.79	272	49
"YML046W"	0.79	269	43
"YML043C"	0.85	313	24
"YML042W"	0.79	250	44
"YML041C"	0.86	250	47
"YML038C"	0.84	272	46
"YML036W"	0.84	244	50
"YML035C"	0.65	433	-16
"YML034W"	0.65	442	-30
"YML032C"	0.84	282	40
"YML031W"	0.84	282	36
"YML030W"	0.88	291	13
"YML029W"	0.88	248	38
"YML028W"	0.92	308	32
"YML027W"	0.93	367	-8
"YML026C"	0.62	461	-16
"YML025C"	0.64	470	-21
"YML024W"	0.67	451	-40
"YML023C"	0.82	260	48
"YML022W"	0.8	260	47
"YML021C"	0.89	253	26
"YML019W"	0.83	284	31
"YML017W"	0.7	428	-20
"YML016C"	0.88	281	33
"YML015C"	0.88	249	48
"YML014W"	0.85	250	50
"YML013W"	0.82	269	50
"YML012W"	0.87	334	24
"YML011C"	0.88	278	40
"YML010W"	0.89	277	22
"YML009C"	0.94	320	30
"YML008C"	0.62	241	50
"YML007W"	0.68	367	-50
"YML006C"	0.53	496	-24
"YML005W"	0.79	235	50
"YML004C"	0.87	239	28
"YML001W"	0.86	295	33
"YMR001C"	0.51	1	13
"YMR002W"	0.96	310	0
"YMR003W"	0.89	305	28
"YMR004W"	0.85	268	33
"YMR005W"	0.92	299	36
"YMR006C"	0.9	449	0
"YMR008C"	0.69	428	0
"YMR009W"	0.87	240	50
"YMR011W"	0.7	441	-34
"YMR012W"	0.81	243	25
"YMR013C"	0.91	392	-11
"YMR014W"	0.92	290	27
"YMR015C"	0.67	445	-39
"YMR016C"	0.85	330	26
"YMR017W"	0.72	299	28
"YMR019W"	0.89	282	44
"YMR020W"	0.88	259	22
"YMR021C"	0.88	291	45
"YMR022W"	0.89	290	18
"YMR023C"	0.77	332	-7
"YMR024W"	0.84	293	37
"YMR026C"	0.86	284	28
"YMR028W"	0.82	246	50
"YMR029C"	0.8	240	50
"YMR030W"	0.61	462	-29
"YMR032W"	0.91	405	-3
"YMR033W"	0.86	276	31
"YMR035W"	0.86	283	33
"YMR036C"	0.89	274	48
"YMR037C"	0.69	304	7
"YMR038C"	0.87	301	5
"YMR039C"	0.88	328	30
"YMR040W"	0.91	335	8
"YMR041C"	0.7	436	-42
"YMR042W"	0.76	464	-10
"YMR043W"	0.83	287	33
"YMR044W"	0.93	338	11
"YMR047C"	0.83	281	36
"YMR048W"	0.84	280	29
"YMR049C"	0.84	282	45
"YMR052W"	0.64	453	-27
"YMR053C"	0.8	282	30
"YMR054W"	0.81	277	16
"YMR055C"	0.87	269	40
"YMR056C"	0.94	346	-28
"YMR058W"	0.92	386	7
"YMR059W"	0.79	271	50
"YMR060C"	0.82	293	35
"YMR061W"	0.81	292	25
"YMR062C"	0.92	230	13
"YMR063W"	0.82	255	31
"YMR064W"	0.93	264	36
"YMR065W"	0.86	255	46
"YMR066W"	0.88	245	50
"YMR067C"	0.7	209	46
"YMR068W"	0.78	281	40
"YMR069W"	0.95	314	9
"YMR070W"	0.66	144	41
"YMR071C"	0.93	326	17
"YMR072W"	0.93	326	16
"YMR073C"	0.88	260	44
"YMR074C"	0.89	314	23
"YMR075W"	0.88	312	19
"YMR076C"	0.9	317	10
"YMR077C"	0.88	265	46
"YMR078C"	0.85	290	23
"YMR079W"	0.85	294	44
"YMR080C"	0.91	301	22
"YMR081C"	0.63	1	-50
"YMR083W"	0.56	449	-50
"YMR086W"	0.97	388	0
"YMR087W"	0.82	261	45
"YMR088C"	0.93	284	34
"YMR089C"	0.82	233	50
"YMR091C"	0.93	296	22
"YMR092C"	0.84	235	50
"YMR093W"	0.89	292	35
"YMR094W"	0.85	244	38
"YMR095C"	0.68	340	36
"YMR096W"	0.69	217	23
"YMR097C"	0.86	267	35
"YMR098C"	0.63	208	50
"YMR099C"	0.92	262	26
"YMR100W"	0.85	278	29
"YMR104C"	0.86	303	-19
"YMR105C"	0.9	363	9
"YMR106C"	0.9	273	25
"YMR107W"	0.82	285	14
"YMR108W"	0.87	413	-5
"YMR109W"	0.87	309	30
"YMR110C"	0.89	268	24
"YMR112C"	0.73	222	50
"YMR113W"	0.54	189	50
"YMR114C"	0.86	245	37
"YMR115W"	0.85	247	47
"YMR116C"	0.95	370	-8
"YMR117C"	0.86	300	40
"YMR119W"	0.76	409	-34
"YMR120C"	0.81	268	34
