""	"r"	"width"	"shift"
"YJR154W"	0.71	286	50
"YKL187C"	0.74	432	-23
"YKL183C-A"	0.54	253	-9
"YKL162C"	0.51	253	50
"YKL151C"	0.79	233	50
"YKL133C"	0.62	432	-15
"YKL121W"	0.65	1	-37
"YKL106C-A"	0.76	189	50
"YKL105C"	0.92	286	34
"YKL100C"	0.86	288	50
"YKL077W"	0.85	310	50
"YKL075C"	0.71	286	50
"YKL071W"	0.75	215	50
"YKL068W-A"	0.74	509	-3
"YKL065W-A"	0.42	396	-6
"YKL063C"	0.9	391	-2
"YKL061W"	0.87	282	37
"YKL047W"	0.74	286	50
"YKL033W-A"	0.81	284	50
"YKL023C-A"	0.91	383	8
"YKL023W"	0.91	383	8
"YKL018C-A"	0.64	450	-14
"YKR005C"	0.66	1	15
"YKR011C"	0.81	340	23
"YKR015C"	0.65	299	50
"YKR017C"	0.73	416	-5
"YKR018C"	0.63	387	7
"YKR023W"	0.72	259	50
"YKR041W"	0.82	411	-15
"YKR045C"	0.77	233	50
"YKR051W"	0.59	1	-41
"YKR070W"	0.57	1	-32
"YKR075C"	0.62	507	-28
"YKR105C"	0.66	251	50
"YKR106W"	0.56	374	25
"YLL058W"	0.85	357	24
"YLL056C"	0.61	410	6
"YLL054C"	0.75	444	-19
"YLL053C"	0.61	210	50
"YLL007C"	0.71	435	-16
"YLR001C"	0.86	288	48
"YLR003C"	0.59	463	-10
"YLR012C"	0.5	440	-14
"YLR030W"	0.92	397	15
"YLR036C"	0.88	288	47
"YLR040C"	0.58	359	5
"YLR042C"	0.78	287	47
"YLR046C"	0.91	377	31
"YLR049C"	0.63	1	-50
"YLR050C"	0.58	373	5
"YLR053C"	0.62	1	-48
"YLR057W"	0.76	267	50
"YLR063W"	0.84	286	49
"YLR065C"	0.67	265	50
"YLR072W"	0.79	288	50
"YLR089C"	0.85	46	-50
"YLR099W-A"	0.85	400	-6
"YLR104W"	0.45	395	5
"YLR108C"	0.76	305	13
"YLR125W"	0.53	335	-4
"YLR126C"	0.72	291	50
"YLR132C"	0.8	279	50
"YLR137W"	0.58	434	-22
"YLR143W"	0.8	366	9
"YLR146W-A"	0.77	407	3
"YLR149C"	0.74	458	-38
"YLR152C"	0.8	268	46
"YLR173W"	0.71	287	50
"YLR177W"	0.8	402	-38
"YLR187W"	0.83	282	50
"YLR194C"	0.7	440	-5
"YLR211C"	0.79	430	-17
"YLR224W"	0.85	232	42
"YLR225C"	0.88	454	-14
"YLR241W"	0.62	247	50
"YLR243W"	0.72	261	50
"YLR253W"	0.88	249	50
"YLR257W"	0.74	411	50
"YLR264C-A"	0.92	405	-8
"YLR267W"	0.64	1	16
"YLR271W"	0.46	543	-48
"YLR278C"	0.81	1	12
"YLR283W"	0.53	379	9
"YLR285C-A"	0.58	307	50
"YLR287C"	0.71	284	50
"YLR290C"	0.74	467	-14
"YLR297W"	0.64	461	-42
"YLR301W"	0.94	395	-16
"YLR307C-A"	0.94	306	-4
"YLR312C"	0.73	450	-44
"YLR326W"	0.68	262	50
"YLR345W"	0.7	439	11
"YLR346C"	0.86	380	14
"YLR352W"	0.74	423	3
"YLR361C-A"	0.44	380	14
"YLR363W-A"	0.72	287	50
"YLR406C-A"	0.91	308	50
"YLR407W"	0.92	306	36
"YLR408C"	0.71	281	50
"YLR412C-A"	0.7	449	-50
"YLR413W"	0.76	504	0
"YLR414C"	0.68	465	-6
"YLR415C"	0.66	1	-50
"YLR419W"	0.75	272	50
"YLR422W"	0.81	280	50
"YLR426W"	0.68	259	50
"YLR445W"	0.66	416	7
"YLR446W"	0.61	466	-5
"YLR454W"	0.92	363	27
"YLR455W"	0.89	306	47
"YLR456W"	0.66	295	50
"YLR460C"	0.76	316	50
"YLR462W"	0.47	114	-50
"YML131W"	0.76	280	50
"YML119W"	0.83	242	50
"YML108W"	0.58	264	50
"YML096W"	0.66	248	50
"YML083C"	0.64	1	-50
"YML082W"	0.75	296	50
"YML081W"	0.77	274	50
"YML079W"	0.49	1	-24
"YML053C"	0.84	349	33
"YML037C"	0.57	425	-7
"YML020W"	0.6	483	-17
"YML018C"	0.57	510	-22
"YML003W"	0.65	477	-16
"YML002W"	0.42	600	0
"YMR001C-A"	0.96	373	16
"YMR010W"	0.85	327	44
"YMR018W"	0.47	1	-17
"YMR027W"	0.77	281	50
"YMR031C"	0.86	390	40
"YMR034C"	0.83	286	50
"YMR084W"	0.87	295	50
"YMR102C"	0.78	432	-17
"YMR105W-A"	0.71	340	50
"YMR111C"	0.59	370	1
"YMR118C"	0.57	164	-50
"YMR122W-A"	0.72	452	-50
"YMR124W"	0.76	324	47
"YMR126C"	0.68	257	50
"YMR130W"	0.44	1	-15
"YMR132C"	0.7	266	50
"YMR134W"	0.89	323	30
"YMR144W"	0.82	358	21
"YMR147W"	0.6	327	31
"YMR155W"	0.59	419	-11
"YMR160W"	0.47	227	50
"YMR166C"	0.76	251	50
"YMR175W-A"	0.47	1	-20
"YMR178W"	0.64	278	50
"YMR181C"	0.83	291	50
"YMR182W-A"	0.95	294	34
"YMR185W"	0.88	329	45
"YMR187C"	0.59	1	16
"YMR206W"	0.69	486	0
"YMR209C"	0.71	277	50
"YMR221C"	0.64	295	50
"YMR244W"	0.84	259	50
"YMR244C-A"	0.51	274	49
"YMR252C"	0.8	278	50
"YMR253C"	0.54	523	-37
"YMR258C"	0.59	468	7
"YMR259C"	0.8	274	50
"YMR262W"	0.68	528	0
"YMR265C"	0.73	474	-13
"YMR272W-B"	0.91	397	11
"YMR279C"	0.89	342	50
"YMR291W"	0.53	431	-50
"YMR310C"	0.75	259	50
"YMR315W-A"	0.6	158	-50
"YMR317W"	0.8	328	50
"YNL335W"	0.56	1	-50
"YNL320W"	0.7	270	50
"YNL313C"	0.83	301	49
"YNL305C"	0.71	275	50
"YNL300W"	0.76	446	-19
"YNL295W"	0.87	285	50
"YNL260C"	0.65	233	50
"YNL234W"	0.87	379	9
"YNL217W"	0.91	351	21
"YNL211C"	0.58	273	50
"YNL200C"	0.74	268	50
"YNL196C"	0.54	166	-50
"YNL193W"	0.54	547	-30
"YNL190W"	0.6	497	-38
"YNL187W"	0.78	440	-20
"YNL181W"	0.7	395	-3
"YNL176C"	0.75	277	50
"YNL168C"	0.43	223	50
"YNL165W"	0.71	263	50
"YNL162W-A"	0.61	245	50
"YNL155W"	0.89	319	22
"YNL146W"	0.49	247	50
"YNL144C"	0.63	307	50
"YNL134C"	0.66	508	0
"YNL130C-A"	0.47	346	-33
"YNL122C"	0.72	295	50
"YNL115C"	0.73	221	46
"YNL108C"	0.86	285	50
"YNL095C"	0.76	306	50
"YNL092W"	0.71	463	-17
"YNL086W"	0.68	1	-34
"YNL058C"	0.72	241	46
"YNL050C"	0.7	275	50
"YNL046W"	0.69	424	-29
"YNL040W"	0.65	1	-20
"YNL035C"	0.87	387	32
"YNL034W"	0.89	387	8
"YNL033W"	0.65	360	-6
"YNL024C"	0.5	464	-5
"YNL022C"	0.86	299	50
"YNL019C"	0.51	1	-7
"YNL018C"	0.9	385	4
"YNL011C"	0.69	220	50
"YNL010W"	0.83	265	50
"YNR004W"	0.87	285	50
"YNR014W"	0.72	333	38
"YNR021W"	0.87	312	47
"YNR029C"	0.71	500	-13
"YNR034W-A"	0.67	420	23
"YNR040W"	0.87	293	46
"YNR061C"	0.66	449	-13
"YNR063W"	0.64	231	50
"YNR066C"	0.86	255	50
"YNR075C-A"	0.62	526	-22
"YOL164W-A"	0.65	337	21
"YOL163W"	0.66	225	50
"YOL159C-A"	0.68	404	-7
"YOL155W-A"	0.9	342	50
"YOL131W"	0.61	1	-4
"YOL114C"	0.91	386	18
"YOL107W"	0.85	287	50
"YOL098C"	0.57	248	50
"YOL097W-A"	0.56	425	-13
"YOL092W"	0.81	269	50
"YOL087C"	0.9	311	50
"YOL086W-A"	0.9	309	38
"YOL075C"	0.41	215	50
"YOL073C"	0.48	406	7
"YOL048C"	0.71	225	50
"YOL047C"	0.75	310	50
"YOL038C-A"	0.54	462	-3
"YOL036W"	0.83	307	41
"YOL019W"	0.92	330	50
"YOL014W"	0.94	327	19
"YOL013W-A"	0.48	359	21
"YOR008C-A"	0.8	261	50
"YOR011W-A"	0.55	1	12
"YOR012W"	0.71	416	-15
"YOR020W-A"	0.91	373	16
"YOR021C"	0.81	301	50
"YOR022C"	0.45	281	50
"YOR032W-A"	0.66	1	3
"YOR059C"	0.48	1	-45
"YOR060C"	0.81	287	50
"YOR062C"	0.5	1	50
"YOR093C"	0.7	273	50
"YOR097C"	0.74	251	50
"YOR111W"	0.66	384	1
"YOR114W"	0.72	482	-18
"YOR131C"	0.83	284	50
"YOR152C"	0.91	311	50
"YOR154W"	0.88	292	8
"YOR186W"	0.54	513	9
"YOR214C"	0.53	570	-27
"YOR220W"	0.89	320	1
"YOR223W"	0.87	307	40
"YOR238W"	0.5	1	-17
"YOR246C"	0.83	485	-11
"YOR271C"	0.78	321	37
"YOR283W"	0.83	285	50
"YOR289W"	0.87	304	13
"YOR292C"	0.63	424	-50
"YOR293C-A"	0.83	285	50
"YOR296W"	0.7	251	50
"YOR304C-A"	0.83	269	48
"YOR338W"	0.78	294	50
"YOR342C"	0.53	512	-39
"YOR352W"	0.72	280	50
"YOR365C"	0.59	468	-18
"YOR376W-A"	0.89	266	34
"YOR378W"	0.81	317	24
"YOR381W-A"	0.52	1	12
"YOR385W"	0.68	409	-24
"YOR387C"	0.71	287	50
"YOR389W"	0.87	294	50
"YOR390W"	0.84	275	47
"YPL279C"	0.84	293	50
"YPL277C"	0.92	297	47
"YPL272C"	0.69	472	-15
"YPL264C"	0.56	1	-50
"YPL260W"	0.89	315	37
"YPL257W"	0.65	1	-20
"YPL247C"	0.8	260	50
"YPL245W"	0.77	281	50
"YPL236C"	0.54	215	50
"YPL229W"	0.76	278	50
"YPL222W"	0.68	452	-20
"YPL216W"	0.62	247	50
"YPL199C"	0.92	436	-16
"YPL191C"	0.57	1	-45
"YPL168W"	0.84	289	40
"YPL162C"	0.68	462	-20
"YPL152W-A"	0.66	249	50
"YPL150W"	0.68	254	50
"YPL113C"	0.62	457	-12
"YPL109C"	0.75	250	50
"YPL108W"	0.62	458	-12
"YPL107W"	0.75	226	50
"YPL088W"	0.43	164	-50
"YPL077C"	0.64	1	-50
"YPL071C"	0.58	245	50
"YPL068C"	0.65	512	-30
"YPL067C"	0.8	429	-23
"YPL066W"	0.68	68	-50
"YPL041C"	0.56	474	-7
"YPL039W"	0.64	258	50
"YPL034W"	0.66	232	50
"YPL014W"	0.79	388	-22
"YPR003C"	0.92	281	48
"YPR010C-A"	0.86	299	50
"YPR011C"	0.75	230	50
"YPR013C"	0.66	415	0
"YPR015C"	0.87	433	-21
"YPR022C"	0.77	271	50
"YPR027C"	0.6	350	25
"YPR063C"	0.8	426	-17
"YPR071W"	0.69	1	-50
"YPR078C"	0.55	1	20
"YPR084W"	0.55	425	-21
"YPR089W"	0.79	287	50
"YPR109W"	0.69	327	-13
"YPR114W"	0.89	292	42
"YPR117W"	0.88	318	40
"YPR145C-A"	0.7	304	50
"YPR147C"	0.89	270	50
"YPR157W"	0.78	257	-14
"YPR170W-B"	0.78	293	50
"YPR172W"	0.68	253	50
"YPR174C"	0.78	280	50
"YPR196W"	0.49	388	25
"YPR202W"	0.74	249	50
