""	"r"	"width"	"shift"
"YGR062C"	0.63	253	50
"YGR063C"	0.68	279	50
"YGR065C"	0.9	319	20
"YGR068C"	0.74	303	42
"YGR070W"	0.49	98	-50
"YGR072W"	0.53	233	50
"YGR074W"	0.77	281	50
"YGR075C"	0.55	1	-13
"YGR076C"	0.69	230	50
"YGR077C"	0.6	1	-50
"YGR078C"	0.93	445	-11
"YGR080W"	0.64	267	50
"YGR081C"	0.77	301	50
"YGR082W"	0.78	284	50
"YGR083C"	0.77	283	50
"YGR084C"	0.78	284	50
"YGR085C"	0.92	376	20
"YGR086C"	0.65	444	-50
"YGR087C"	0.84	289	48
"YGR088W"	0.94	345	0
"YGR089W"	0.85	309	44
"YGR090W"	0.65	359	18
"YGR091W"	0.75	428	-5
"YGR092W"	0.89	350	20
"YGR094W"	0.88	302	50
"YGR095C"	0.77	287	50
"YGR096W"	0.7	271	50
"YGR097W"	0.73	248	50
"YGR098C"	0.74	440	-13
"YGR099W"	0.69	235	50
"YGR100W"	0.61	233	50
"YGR101W"	0.74	262	50
"YGR102C"	0.86	320	50
"YGR103W"	0.86	320	43
"YGR104C"	0.55	434	-11
"YGR105W"	0.59	427	3
"YGR106C"	0.84	341	36
"YGR108W"	0.89	320	46
"YGR109C"	0.71	271	50
"YGR110W"	0.76	269	50
"YGR112W"	0.63	436	-12
"YGR113W"	0.68	276	50
"YGR116W"	0.79	311	50
"YGR118W"	0.46	547	-22
"YGR119C"	0.86	297	50
"YGR120C"	0.71	474	-21
"YGR121C"	0.62	452	-17
"YGR122W"	0.75	460	-22
"YGR123C"	0.84	291	50
"YGR124W"	0.91	342	-5
"YGR128C"	0.87	297	50
"YGR129W"	0.92	293	24
"YGR130C"	0.89	306	50
"YGR131W"	0.86	400	-4
"YGR132C"	0.76	244	50
"YGR133W"	0.86	1	-42
"YGR134W"	0.65	501	-24
"YGR135W"	0.83	273	50
"YGR136W"	0.86	300	29
"YGR138C"	0.54	547	-37
"YGR140W"	0.84	300	50
"YGR141W"	0.88	294	43
"YGR142W"	0.9	475	0
"YGR143W"	0.72	445	-30
"YGR144W"	0.77	304	44
"YGR145W"	0.9	296	50
"YGR146C"	0.59	495	-23
"YGR147C"	0.88	280	50
"YGR148C"	0.69	496	-47
"YGR150C"	0.71	259	50
"YGR152C"	0.88	304	50
"YGR154C"	0.79	299	48
"YGR155W"	0.77	314	50
"YGR156W"	0.89	303	47
"YGR157W"	0.93	366	26
"YGR158C"	0.9	299	50
"YGR159C"	0.95	354	30
"YGR162W"	0.95	415	14
"YGR163W"	0.78	291	50
"YGR165W"	0.53	1	0
"YGR166W"	0.77	275	50
"YGR167W"	0.62	277	50
"YGR169C"	0.51	543	-43
"YGR170W"	0.78	466	-18
"YGR171C"	0.53	395	-6
"YGR172C"	0.72	267	50
"YGR173W"	0.75	268	50
"YGR174C"	0.75	451	-4
"YGR175C"	0.7	275	50
"YGR177C"	0.62	340	50
"YGR178C"	0.87	316	34
"YGR179C"	0.79	295	50
"YGR180C"	0.8	278	50
"YGR181W"	0.62	471	-10
"YGR183C"	0.83	367	21
"YGR184C"	0.57	1	-50
"YGR185C"	0.83	289	50
"YGR186W"	0.83	290	49
"YGR187C"	0.93	323	26
"YGR188C"	0.71	267	50
"YGR189C"	0.65	350	17
"YGR191W"	0.76	412	3
"YGR192C"	0.56	301	-50
"YGR193C"	0.74	268	50
"YGR194C"	0.84	273	50
"YGR195W"	0.67	268	50
"YGR196C"	0.9	295	50
"YGR197C"	0.94	440	-10
"YGR198W"	0.95	441	6
"YGR199W"	0.87	269	44
"YGR200C"	0.59	445	-16
"YGR202C"	0.68	273	50
"YGR203W"	0.63	1	50
"YGR204W"	0.69	488	-47
"YGR205W"	0.87	336	22
"YGR206W"	0.73	256	50
"YGR207C"	0.8	261	50
"YGR208W"	0.77	265	50
"YGR209C"	0.74	1	-50
"YGR211W"	0.91	398	18
"YGR212W"	0.81	227	50
"YGR213C"	0.67	271	50
"YGR214W"	0.43	358	-50
"YGR215W"	0.73	276	50
"YGR216C"	0.7	247	50
"YGR217W"	0.78	257	50
"YGR218W"	0.91	317	50
"YGR220C"	0.86	280	47
"YGR221C"	0.78	284	50
"YGR222W"	0.84	312	50
"YGR223C"	0.7	1	-39
"YGR224W"	0.74	254	50
"YGR225W"	0.8	281	50
"YGR227W"	0.67	279	50
"YGR229C"	0.94	463	0
"YGR230W"	0.81	280	50
"YGR231C"	0.91	291	50
"YGR232W"	0.53	540	-36
"YGR233C"	0.85	314	50
"YGR234W"	0.86	122	47
"YGR236C"	0.69	416	-3
"YGR238C"	0.72	278	50
"YGR239C"	0.9	285	50
"YGR240C"	0.65	467	-50
"YGR241C"	0.58	375	16
"YGR244C"	0.9	312	29
"YGR245C"	0.84	312	47
"YGR246C"	0.54	393	-8
"YGR247W"	0.81	431	-2
"YGR248W"	0.63	369	16
"YGR249W"	0.68	474	-50
"YGR250C"	0.73	316	50
"YGR251W"	0.82	276	50
"YGR252W"	0.68	1	-48
"YGR253C"	0.85	282	31
"YGR254W"	0.84	267	-34
"YGR255C"	0.74	434	-44
"YGR256W"	0.85	464	-15
"YGR257C"	0.66	268	50
"YGR258C"	0.78	295	50
"YGR260W"	0.83	274	39
"YGR261C"	0.49	510	-17
"YGR262C"	0.69	434	-14
"YGR263C"	0.65	209	50
"YGR264C"	0.84	321	46
"YGR266W"	0.89	320	40
"YGR267C"	0.88	321	45
"YGR268C"	0.87	300	30
"YGR270W"	0.86	337	26
"YGR271W"	0.8	288	50
"YGR271C-A"	0.67	298	50
"YGR274C"	0.62	446	-16
"YGR275W"	0.63	1	-50
"YGR276C"	0.54	417	-16
"YGR277C"	0.52	412	3
"YGR278W"	0.58	422	2
"YGR279C"	0.68	478	-35
"YGR280C"	0.9	306	50
"YGR281W"	0.88	399	4
"YGR282C"	0.83	355	-25
"YGR283C"	0.87	282	50
"YGR284C"	0.84	305	50
"YGR285C"	0.81	302	50
"YGR286C"	0.9	341	24
"YGR287C"	0.91	361	20
"YGR288W"	0.79	295	31
"YGR289C"	0.8	332	43
"YGR292W"	0.8	327	28
"YGR295C"	0.88	286	26
"YHL048W"	0.83	285	37
"YHL046C"	0.83	274	48
"YHL043W"	0.62	160	25
"YHL040C"	0.61	1	-6
"YHL039W"	0.8	463	-19
"YHL038C"	0.68	256	50
"YHL036W"	0.68	274	50
"YHL035C"	0.55	1	-21
"YHL034C"	0.86	278	50
"YHL033C"	0.89	395	6
"YHL032C"	0.63	275	50
"YHL031C"	0.57	534	-39
"YHL030W"	0.84	419	-9
"YHL028W"	0.75	394	16
"YHL027W"	0.81	457	-19
"YHL025W"	0.73	273	50
"YHL024W"	0.73	421	0
"YHL023C"	0.93	428	-10
"YHL022C"	0.92	255	35
"YHL021C"	0.77	345	12
"YHL020C"	0.84	282	50
"YHL019C"	0.55	380	4
"YHL016C"	0.74	336	23
"YHL015W"	0.93	398	-22
"YHL014C"	0.52	533	-21
"YHL013C"	0.59	466	-12
"YHL011C"	0.88	315	24
"YHL010C"	0.51	1	-50
"YHL009C"	0.66	505	-29
"YHL007C"	0.88	435	15
"YHL006C"	0.78	316	31
"YHL004W"	0.78	325	41
"YHL003C"	0.83	311	38
"YHL002W"	0.74	360	25
"YHL001W"	0.91	390	6
"YHR001W"	0.54	1	-41
"YHR001W-A"	0.93	302	21
"YHR002W"	0.91	300	50
"YHR003C"	0.76	432	-29
"YHR004C"	0.8	275	50
"YHR005C"	0.81	485	-8
"YHR005C-A"	0.91	433	-22
"YHR006W"	0.88	332	38
"YHR007C"	0.55	364	50
"YHR008C"	0.92	298	15
"YHR010W"	0.64	460	-50
"YHR011W"	0.62	251	50
"YHR012W"	0.56	506	-25
"YHR013C"	0.7	275	50
"YHR014W"	0.64	272	50
"YHR015W"	0.88	372	43
"YHR016C"	0.69	243	50
"YHR017W"	0.69	444	-17
"YHR018C"	0.89	290	46
"YHR019C"	0.94	341	21
"YHR020W"	0.93	339	37
"YHR021C"	0.69	454	-50
"YHR023W"	0.9	386	11
"YHR024C"	0.71	261	50
"YHR025W"	0.77	271	50
"YHR026W"	0.8	293	50
"YHR027C"	0.64	270	50
"YHR028C"	0.74	289	50
"YHR029C"	0.79	242	50
"YHR030C"	0.98	347	1
"YHR031C"	0.88	332	37
"YHR032W"	0.87	330	24
"YHR034C"	0.61	429	-9
"YHR036W"	0.77	466	-15
"YHR037W"	0.77	280	50
"YHR038W"	0.7	257	50
"YHR039C"	0.71	471	-2
"YHR039C-A"	0.81	287	50
"YHR040W"	0.82	288	48
"YHR042W"	0.79	341	43
"YHR043C"	0.73	432	-6
"YHR044C"	0.49	472	-49
"YHR046C"	0.81	267	50
"YHR047C"	0.96	395	12
"YHR049W"	0.89	310	-1
"YHR050W"	0.83	286	47
"YHR051W"	0.85	314	50
"YHR052W"	0.88	299	50
"YHR056C"	0.65	232	50
"YHR057C"	0.52	434	-14
"YHR058C"	0.57	248	50
"YHR059W"	0.53	432	-12
"YHR060W"	0.58	1	-4
"YHR061C"	0.73	301	50
"YHR062C"	0.65	433	-11
"YHR063C"	0.69	258	50
"YHR064C"	0.93	385	8
"YHR065C"	0.82	310	50
"YHR066W"	0.87	311	46
"YHR067W"	0.72	395	-29
"YHR068W"	0.77	293	50
"YHR069C"	0.81	285	50
"YHR070W"	0.68	281	50
"YHR071W"	0.88	289	29
"YHR072W"	0.8	222	50
"YHR072W-A"	0.79	295	50
"YHR073W"	0.8	292	50
"YHR074W"	0.8	252	50
"YHR075C"	0.65	459	-19
"YHR076W"	0.46	413	-6
"YHR077C"	0.91	363	24
"YHR079C"	0.74	292	50
"YHR079C-A"	0.74	278	50
"YHR080C"	0.67	310	50
"YHR081W"	0.7	292	50
"YHR082C"	0.62	476	-16
"YHR083W"	0.92	309	48
"YHR084W"	0.91	329	45
"YHR085W"	0.64	470	-19
"YHR086W"	0.79	288	50
"YHR087W"	0.87	338	38
"YHR088W"	0.89	306	45
"YHR089C"	0.87	315	50
"YHR090C"	0.62	516	-12
"YHR091C"	0.56	479	0
"YHR094C"	0.89	352	-17
"YHR096C"	0.5	360	-32
"YHR098C"	0.9	318	43
"YHR099W"	0.7	485	-10
"YHR100C"	0.63	242	50
"YHR101C"	0.59	1	-15
"YHR102W"	0.65	241	50
"YHR103W"	0.89	344	46
"YHR104W"	0.73	264	50
"YHR105W"	0.49	394	1
"YHR106W"	0.66	199	50
"YHR107C"	0.71	276	50
"YHR108W"	0.71	286	50
"YHR109W"	0.5	192	50
"YHR110W"	0.77	264	50
"YHR111W"	0.59	268	50
"YHR113W"	0.66	268	50
"YHR114W"	0.8	270	50
"YHR115C"	0.81	292	50
"YHR116W"	0.87	291	44
"YHR117W"	0.56	272	50
"YHR118C"	0.65	254	50
"YHR119W"	0.65	450	-12
"YHR120W"	0.43	425	15
"YHR121W"	0.78	283	50
"YHR122W"	0.72	276	50
"YHR123W"	0.8	297	50
"YHR124W"	0.84	419	6
"YHR127W"	0.8	293	50
"YHR128W"	0.83	311	50
"YHR129C"	0.48	1	-49
"YHR132C"	0.81	274	48
"YHR132W-A"	0.69	273	50
"YHR133C"	0.51	232	50
"YHR134W"	0.68	260	50
"YHR135C"	0.86	311	36
"YHR136C"	0.79	240	50
"YHR137W"	0.95	427	-10
"YHR139C"	0.84	320	29
"YHR141C"	0.8	441	-34
"YHR142W"	0.74	260	50
"YHR143W"	0.88	335	39
"YHR143W-A"	0.87	319	40
"YHR144C"	0.89	425	-16
"YHR146W"	0.84	333	25
"YHR147C"	0.72	274	50
"YHR148W"	0.77	487	-8
"YHR149C"	0.89	463	-13
"YHR150W"	0.89	460	-15
"YHR151C"	0.9	391	14
"YHR152W"	0.89	389	10
"YHR153C"	0.71	290	50
"YHR154W"	0.8	306	50
"YHR155W"	0.79	279	50
"YHR156C"	0.58	340	30
"YHR157W"	0.61	397	21
"YHR158C"	0.64	1	-50
"YHR160C"	0.8	258	50
"YHR161C"	0.63	527	-31
"YHR163W"	0.73	489	-18
"YHR164C"	0.56	1	-50
"YHR165C"	0.6	459	-10
"YHR166C"	0.69	248	50
"YHR167W"	0.68	462	-18
"YHR168W"	0.49	385	-11
"YHR169W"	0.76	258	50
"YHR170W"	0.87	310	41
"YHR171W"	0.74	308	50
"YHR172W"	0.76	456	-12
"YHR174W"	0.51	475	-50
"YHR175W"	0.82	319	49
"YHR176W"	0.69	272	50
"YHR178W"	0.83	310	37
"YHR179W"	0.95	405	11
"YHR181W"	0.94	400	10
"YHR183W"	0.97	332	16
"YHR184W"	0.68	448	-15
"YHR185C"	0.64	310	50
"YHR186C"	0.63	279	50
"YHR187W"	0.76	284	50
"YHR188C"	0.69	237	50
"YHR189W"	0.59	436	-13
"YHR190W"	0.86	279	43
"YHR191C"	0.44	421	6
"YHR193C"	0.92	436	-9
"YHR194W"	0.91	434	-15
"YHR195W"	0.71	265	50
"YHR196W"	0.76	277	50
"YHR197W"	0.67	276	50
"YHR198C"	0.8	249	50
"YHR199C"	0.6	396	18
"YHR199C-A"	0.7	271	50
"YHR200W"	0.81	268	50
"YHR201C"	0.7	252	50
"YHR203C"	0.53	394	-50
"YHR204W"	0.7	474	-15
"YHR205W"	0.83	309	45
"YHR206W"	0.86	469	-13
"YHR207C"	0.71	458	-20
"YHR208W"	0.77	291	50
"YHR211W"	0.73	289	50
"YHR216W"	0.8	300	35
"YIL164C"	0.59	237	50
"YIL162W"	0.53	404	9
"YIL160C"	0.83	314	20
"YIL159W"	0.83	317	45
"YIL158W"	0.9	319	49
"YIL157C"	0.62	405	-9
"YIL156W"	0.61	207	50
"YIL155C"	0.77	277	50
"YIL154C"	0.67	233	50
"YIL153W"	0.63	254	50
"YIL150C"	0.75	276	50
"YIL149C"	0.68	488	-23
"YIL148W"	0.67	492	-28
"YIL147C"	0.69	260	50
"YIL146C"	0.66	454	-6
"YIL145C"	0.86	293	49
"YIL144W"	0.81	286	50
"YIL143C"	0.74	288	50
"YIL142W"	0.82	297	46
"YIL140W"	0.88	281	49
"YIL139C"	0.66	1	-50
"YIL138C"	0.56	457	8
"YIL137C"	0.62	445	-9
"YIL136W"	0.66	387	27
"YIL135C"	0.86	277	50
"YIL134W"	0.54	1	-39
"YIL133C"	0.67	457	-50
"YIL132C"	0.62	371	-6
"YIL131C"	0.92	422	-10
"YIL130W"	0.92	422	3
"YIL129C"	0.72	244	50
"YIL128W"	0.65	225	50
"YIL126W"	0.89	360	34
"YIL125W"	0.83	303	43
"YIL124W"	0.91	299	38
"YIL123W"	0.83	299	50
"YIL122W"	0.96	445	-3
"YIL121W"	0.9	399	-23
"YIL120W"	0.58	162	-50
"YIL119C"	0.65	466	-11
"YIL118W"	0.71	456	-30
"YIL117C"	0.8	402	-45
"YIL116W"	0.66	336	50
"YIL115C"	0.9	306	8
"YIL114C"	0.76	259	50
"YIL113W"	0.87	310	30
"YIL112W"	0.79	272	50
"YIL111W"	0.65	335	50
"YIL110W"	0.87	248	50
"YIL109C"	0.69	1	-50
"YIL107C"	0.77	456	-35
"YIL106W"	0.88	476	-9
"YIL105C"	0.84	281	36
"YIL104C"	0.61	441	-10
"YIL103W"	0.67	440	-16
"YIL101C"	0.52	555	-1
"YIL099W"	0.69	387	2
"YIL098C"	0.61	227	50
"YIL097W"	0.55	248	50
"YIL095W"	0.89	305	48
"YIL094C"	0.87	322	50
"YIL093C"	0.48	1	-40
"YIL091C"	0.77	290	50
"YIL090W"	0.81	290	50
"YIL088C"	0.75	249	41
"YIL087C"	0.47	215	50
"YIL085C"	0.76	264	50
"YIL084C"	0.72	439	-24
"YIL083C"	0.77	260	50
"YIL079C"	0.78	1	-41
"YIL078W"	0.77	284	50
"YIL076W"	0.71	284	50
"YIL075C"	0.89	317	50
"YIL074C"	0.93	354	23
"YIL073C"	0.63	293	42
"YIL072W"	0.64	504	-20
"YIL071C"	0.66	252	50
"YIL070C"	0.77	256	36
"YIL069C"	0.6	448	-50
"YIL068C"	0.68	465	-22
"YIL066C"	0.87	298	45
"YIL065C"	0.78	282	45
"YIL064W"	0.74	299	50
"YIL063C"	0.64	386	3
"YIL062C"	0.84	290	42
"YIL061C"	0.6	249	50
"YIL057C"	0.62	352	16
"YIL056W"	0.62	516	-30
"YIL053W"	0.65	214	-47
"YIL052C"	0.66	483	-42
"YIL051C"	0.84	316	11
"YIL050W"	0.69	64	-50
"YIL049W"	0.71	454	-23
"YIL048W"	0.87	286	50
"YIL047C"	0.83	371	49
"YIL046W"	0.77	435	-7
"YIL045W"	0.68	431	-2
"YIL044C"	0.77	451	-13
"YIL043C"	0.8	213	50
"YIL042C"	0.74	275	50
"YIL041W"	0.69	484	-14
"YIL040W"	0.5	409	10
"YIL038C"	0.71	476	-20
"YIL037C"	0.81	311	50
"YIL036W"	0.79	297	50
"YIL035C"	0.85	302	50
"YIL034C"	0.63	1	-41
"YIL033C"	0.87	308	37
"YIL031W"	0.85	282	50
"YIL030C"	0.92	432	-11
"YIL027C"	0.75	287	50
"YIL026C"	0.68	455	-10
"YIL023C"	0.53	480	-10
"YIL022W"	0.83	266	50
"YIL021W"	0.84	309	46
"YIL020C"	0.75	274	50
"YIL019W"	0.7	277	50
"YIL018W"	0.63	493	-13
"YIL017C"	0.73	251	50
"YIL016W"	0.63	1	-29
"YIL015W"	0.84	317	50
"YIL014W"	0.84	418	-15
"YIL013C"	0.66	495	-25
"YIL011W"	0.79	420	-28
"YIL010W"	0.79	239	50
"YIL009C-A"	0.86	375	29
"YIL009W"	0.78	368	24
"YIL008W"	0.68	419	-19
"YIL007C"	0.53	453	-1
"YIL006W"	0.5	448	-22
"YIL005W"	0.68	245	50
"YIL004C"	0.63	414	-4
"YIL003W"	0.45	425	-8
"YIL002C"	0.68	271	50
"YIR001C"	0.67	253	50
"YIR002C"	0.47	1	1
"YIR003W"	0.64	240	50
"YIR004W"	0.8	295	50
"YIR005W"	0.72	228	50
"YIR006C"	0.7	247	50
"YIR008C"	0.44	541	-42
"YIR009W"	0.43	1	-26
"YIR010W"	0.71	280	50
"YIR011C"	0.76	285	50
"YIR012W"	0.8	292	50
"YIR013C"	0.8	428	-21
"YIR015W"	0.78	237	50
"YIR017C"	0.66	327	50
"YIR018W"	0.67	504	-31
"YIR021W"	0.54	462	-6
"YIR022W"	0.55	1	-40
"YIR023W"	0.58	1	-50
"YIR024C"	0.5	425	-19
"YIR025W"	0.65	395	-15
"YIR026C"	0.66	462	-14
"YIR027C"	0.85	293	44
"YIR028W"	0.86	293	48
"YIR029W"	0.58	382	12
"YIR030C"	0.47	1	-14
"YIR031C"	0.8	307	39
"YIR032C"	0.93	444	-14
"YIR033W"	0.93	444	-11
"YIR034C"	0.77	277	50
"YIR037W"	0.81	277	50
"YIR038C"	0.64	476	-8
"YIR039C"	0.83	256	50
"YIR041W"	0.88	295	50
"YJL217W"	0.88	362	43
"YJL216C"	0.7	324	42
"YJL214W"	0.64	495	-33
"YJL213W"	0.88	321	40
"YJL212C"	0.92	328	50
"YJL210W"	0.8	339	50
"YJL209W"	0.81	276	50
"YJL208C"	0.73	282	50
"YJL207C"	0.87	299	43
"YJL205C"	0.6	405	-5
"YJL204C"	0.63	405	-14
"YJL203W"	0.55	229	50
"YJL201W"	0.73	278	50
"YJL200C"	0.93	432	-14
"YJL198W"	0.89	307	42
"YJL197W"	0.68	275	50
"YJL196C"	0.65	513	-33
"YJL194W"	0.68	295	50
"YJL192C"	0.96	410	4
"YJL191W"	0.95	408	11
"YJL190C"	0.69	476	-41
"YJL189W"	0.7	470	-43
"YJL187C"	0.89	328	30
"YJL186W"	0.75	302	50
"YJL184W"	0.52	1	-10
"YJL183W"	0.61	255	50
"YJL180C"	0.56	419	-3
"YJL179W"	0.53	422	-8
"YJL178C"	0.68	502	-33
"YJL177W"	0.64	53	25
"YJL176C"	0.67	238	50
"YJL174W"	0.61	234	50
"YJL173C"	0.62	247	50
"YJL172W"	0.7	268	50
"YJL171C"	0.87	330	50
"YJL170C"	0.54	456	-10
"YJL168C"	0.56	1	-33
"YJL167W"	0.73	263	50
"YJL166W"	0.92	374	28
"YJL165C"	0.53	478	-5
"YJL164C"	0.82	309	50
"YJL162C"	0.54	544	-27
"YJL159W"	0.89	406	-12
"YJL158C"	0.95	436	-4
"YJL157C"	0.92	364	35
"YJL156C"	0.77	279	50
"YJL155C"	0.7	285	50
"YJL154C"	0.9	310	50
"YJL153C"	0.65	360	35
"YJL151C"	0.91	348	0
"YJL149W"	0.81	276	50
"YJL148W"	0.9	336	33
"YJL146W"	0.73	441	-7
"YJL145W"	0.64	263	50
"YJL143W"	0.74	299	50
"YJL141C"	0.7	568	0
"YJL140W"	0.77	453	-11
"YJL139C"	0.74	1	-28
"YJL138C"	0.82	332	25
"YJL137C"	0.47	82	-50
"YJL136C"	0.88	476	-5
"YJL134W"	0.85	279	49
"YJL133W"	0.73	412	8
"YJL131C"	0.72	285	50
"YJL130C"	0.49	478	0
"YJL129C"	0.83	318	36
"YJL128C"	0.69	269	50
"YJL127C"	0.67	250	50
"YJL126W"	0.59	464	-7
"YJL125C"	0.64	258	50
"YJL124C"	0.85	278	50
"YJL123C"	0.89	319	48
"YJL122W"	0.89	319	45
"YJL121C"	0.49	385	-3
"YJL118W"	0.77	448	-19
"YJL117W"	0.77	270	50
"YJL116C"	0.71	450	-16
"YJL115W"	0.78	283	50
"YJL112W"	0.8	434	5
"YJL111W"	0.87	323	42
"YJL110C"	0.8	337	31
"YJL109C"	0.82	278	50
"YJL106W"	0.8	309	50
"YJL104W"	0.86	284	50
"YJL102W"	0.83	286	50
"YJL101C"	0.85	356	0
"YJL100W"	0.72	270	50
"YJL099W"	0.84	265	50
"YJL098W"	0.91	319	30
"YJL097W"	0.67	264	50
"YJL096W"	0.79	259	50
"YJL095W"	0.74	262	50
"YJL094C"	0.91	276	44
"YJL093C"	0.82	246	50
"YJL092W"	0.79	275	50
"YJL091C"	0.69	290	50
"YJL090C"	0.73	455	-16
"YJL089W"	0.55	481	-4
"YJL088W"	0.6	509	-33
"YJL087C"	0.68	261	50
"YJL085W"	0.69	261	50
"YJL084C"	0.64	259	50
"YJL083W"	0.79	300	50
"YJL082W"	0.7	317	50
"YJL081C"	0.91	242	39
"YJL080C"	0.73	319	46
"YJL079C"	0.79	316	41
"YJL076W"	0.91	374	17
"YJL074C"	0.84	280	50
"YJL073W"	0.64	274	50
"YJL072C"	0.62	436	-10
"YJL071W"	0.66	438	-16
"YJL069C"	0.81	280	50
"YJL068C"	0.63	228	50
"YJL066C"	0.75	1	-17
"YJL065C"	0.62	256	50
"YJL063C"	0.86	297	48
"YJL062W-A"	0.78	296	50
"YJL062W"	0.7	400	9
"YJL061W"	0.8	284	50
"YJL060W"	0.86	287	50
"YJL059W"	0.82	271	50
"YJL058C"	0.73	438	-16
"YJL057C"	0.69	429	4
"YJL056C"	0.57	1	-50
"YJL054W"	0.64	440	-13
"YJL053W"	0.77	274	50
"YJL052W"	0.81	485	0
"YJL051W"	0.86	309	50
"YJL050W"	0.75	294	50
"YJL048C"	0.78	329	26
"YJL047C"	0.64	266	50
"YJL046W"	0.88	263	40
"YJL045W"	0.74	285	50
"YJL044C"	0.86	287	49
"YJL042W"	0.85	328	13
"YJL041W"	0.82	286	50
"YJL039C"	0.65	289	50
"YJL038C"	0.52	1	-49
"YJL037W"	0.44	488	50
"YJL036W"	0.76	1	-50
"YJL035C"	0.89	344	39
"YJL034W"	0.89	343	48
"YJL033W"	0.83	311	48
"YJL031C"	0.52	439	-17
"YJL030W"	0.48	436	-13
"YJL029C"	0.75	379	20
"YJL028W"	0.74	380	16
"YJL026W"	0.53	487	-50
"YJL025W"	0.83	316	50
"YJL024C"	0.87	358	36
"YJL023C"	0.62	446	-9
"YJL020C"	0.87	386	4
"YJL019W"	0.87	386	3
"YJL014W"	0.78	294	50
"YJL013C"	0.83	282	50
"YJL012C"	0.8	303	50
"YJL011C"	0.9	407	-9
"YJL010C"	0.76	263	50
"YJL008C"	0.84	305	45
"YJL006C"	0.6	283	50
"YJL005W"	0.86	280	39
"YJL004C"	0.68	493	-18
"YJL003W"	0.57	487	-29
"YJL002C"	0.7	279	50
"YJL001W"	0.77	259	50
"YJR001W"	0.67	252	50
"YJR002W"	0.82	316	37
"YJR004C"	0.84	286	50
"YJR005W"	0.78	287	49
"YJR006W"	0.83	296	48
"YJR007W"	0.88	308	38
"YJR009C"	0.78	590	0
"YJR010W"	0.71	348	50
"YJR010C-A"	0.56	428	-16
"YJR013W"	0.49	398	18
"YJR014W"	0.62	282	50
"YJR016C"	0.83	340	42
"YJR017C"	0.67	260	50
"YJR019C"	0.56	221	50
"YJR021C"	0.61	436	-13
"YJR022W"	0.66	229	50
"YJR024C"	0.42	562	-34
"YJR025C"	0.49	513	0
"YJR031C"	0.63	486	-12
"YJR032W"	0.67	467	-6
"YJR033C"	0.64	254	50
"YJR034W"	0.75	234	50
"YJR035W"	0.54	190	50
"YJR036C"	0.77	243	50
"YJR040W"	0.71	245	50
"YJR041C"	0.65	464	-9
"YJR042W"	0.69	465	-12
"YJR043C"	0.6	269	50
"YJR044C"	0.79	268	50
"YJR045C"	0.9	348	29
"YJR046W"	0.89	347	36
"YJR047C"	0.59	526	-26
"YJR048W"	0.73	370	25
"YJR049C"	0.82	272	50
"YJR050W"	0.64	270	50
"YJR051W"	0.65	253	50
"YJR052W"	0.82	398	12
"YJR053W"	0.79	265	49
"YJR055W"	0.9	407	-3
"YJR057W"	0.56	443	-9
"YJR058C"	0.48	544	-38
"YJR059W"	0.91	337	33
"YJR060W"	0.9	324	39
"YJR062C"	0.86	395	16
"YJR063W"	0.87	396	6
"YJR064W"	0.68	295	50
"YJR065C"	0.84	319	50
"YJR066W"	0.88	318	48
"YJR067C"	0.72	441	-16
"YJR068W"	0.5	237	50
"YJR069C"	0.4	1	-25
"YJR070C"	0.75	295	50
"YJR072C"	0.63	252	50
"YJR073C"	0.52	1	-4
"YJR075W"	0.81	429	-18
"YJR076C"	0.81	275	50
"YJR077C"	0.72	480	-21
"YJR078W"	0.71	301	50
"YJR080C"	0.66	233	50
"YJR082C"	0.57	278	50
"YJR083C"	0.52	1	-30
"YJR084W"	0.68	412	-22
"YJR086W"	0.75	412	-15
"YJR088C"	0.67	255	50
"YJR089W"	0.64	475	-21
"YJR090C"	0.82	282	50
"YJR091C"	0.94	363	-19
"YJR092W"	0.94	363	20
"YJR093C"	0.75	296	50
"YJR095W"	0.91	389	-5
"YJR096W"	0.64	236	50
"YJR097W"	0.83	300	49
"YJR099W"	0.78	285	50
"YJR100C"	0.68	252	50
"YJR101W"	0.88	468	-6
"YJR102C"	0.45	1	-21
"YJR103W"	0.74	264	50
"YJR104C"	0.72	322	9
"YJR105W"	0.61	536	-23
"YJR106W"	0.66	422	-12
"YJR108W"	0.79	279	50
"YJR109C"	0.52	221	50
"YJR110W"	0.93	409	-6
"YJR112W"	0.83	283	50
"YJR113C"	0.7	377	35
"YJR117W"	0.92	311	38
"YJR118C"	0.73	279	50
"YJR119C"	0.93	378	11
"YJR120W"	0.92	377	7
"YJR121W"	0.86	426	0
"YJR122W"	0.76	253	50
"YJR123W"	0.66	488	-34
"YJR125C"	0.68	264	50
"YJR126C"	0.81	288	50
"YJR130C"	0.72	1	-48
"YJR131W"	0.64	1	-49
"YJR132W"	0.76	261	50
"YJR133W"	0.55	232	50
"YJR134C"	0.58	423	23
"YJR135C"	0.61	1	-39
"YJR135W-A"	0.57	529	-25
"YJR136C"	0.6	234	50
"YJR137C"	0.62	286	50
"YJR138W"	0.73	452	-19
"YJR139C"	0.81	298	50
"YJR140C"	0.43	1	-22
"YJR143C"	0.61	283	50
"YJR144W"	0.72	293	50
"YJR145C"	0.66	509	-28
"YJR147W"	0.57	525	-28
"YJR148W"	0.85	453	-14
"YJR150C"	0.81	282	50
